
 Avg. Latency per case 
 avg cn1  avg cn2  avg cn3  avg cn4  avg cn5 
   118.2    101.9    219.3   1008.3   1000.3 
     5.9     29.6    110.0    104.2   1007.8 
    11.3   1000.6    148.0   1003.6    210.0 
   219.4     54.3    209.8     60.0    104.9 
   219.5    382.5   1020.4    991.1    518.9 
    67.2    265.9     39.1    101.0   1019.2 
   208.2    213.3    510.9     67.8     12.3 
   527.2   1873.4    155.6   1456.8   1078.1 
   294.6    101.1   1008.7   1019.5    103.0 
   539.9   1134.0    106.9   1198.6   1012.5 
   101.0   1199.4    283.1   1009.5    297.0 
   104.4   1929.4    104.8    114.4     54.3 
   501.6   1142.5    102.0    245.9   1434.6 
    25.1    103.7   1134.1    521.9   1119.9 
   687.5   1179.7     19.9    109.8     29.8 
   510.1   1146.5     39.9   1002.9   1157.5 
   575.9     24.9    149.0     69.6   1498.8 
  1000.3    396.0    105.1     20.1     21.0 
    94.0     69.1   1004.9    956.1   1000.7 
     9.7    250.7      6.5   1494.9    599.7 
  1001.6    295.9   1006.4    101.0    293.3 
  1005.3   1001.8    101.9   1001.5    298.1 
   104.5    102.5    502.3     22.0    690.3 
  1936.9   1004.0    509.3    692.7     60.1 
   143.1     50.5   1000.6    386.8   1094.1 
    59.8    697.4   1002.3    936.9   1001.9 
   379.0    504.7    202.3    247.1    501.0 
  1044.8     51.0    505.4    501.0    500.9 
   203.0    217.9    105.5   1156.4    509.6 
   101.9   1043.1   1197.7   1099.5   1020.0 
   209.9   1982.7    109.8    135.1    376.5 
  1094.1    500.7   1002.0    631.3    557.9 
   534.1   1989.6    709.1     56.6    209.0 
   200.6    509.0   1466.8     10.8     68.4 
    68.6     53.1   1133.1    501.0   1009.8 
   684.8    206.1    201.4    500.9    505.6 
  1945.1   1092.4    249.2    102.0    504.5 
   519.4    112.3    204.2    655.7   1095.8 
    21.0     51.9   1183.4   1011.9    254.6 
   502.2     52.8   1064.9   1008.3     96.0 
    11.9     98.1    509.7   1088.9      9.7 
  1049.9    686.9     28.5    506.9   1985.6 
   200.5    200.7    293.5    219.3     64.0 
    52.5    572.4     38.1    503.5     69.9 
  1004.8   1001.5   1026.1    119.4     24.7 
   101.0    654.3   1003.5     59.9   1044.8 
    52.0     12.7    547.3    200.2    604.1 
   219.8    100.9    504.8    219.7   1481.8 
   204.6    643.1    249.3    118.7     11.1 
  1004.8     10.5     12.0   1006.0   1048.9 
   504.5   1484.8   1891.4    395.4    500.9 
   149.8    236.4    210.0    203.2    692.6 
  1004.7   1944.1    505.3     14.7    548.7 
  1993.2   1022.5    394.1     50.9   1181.7 
   509.5    119.5    970.8     31.0    196.8 
  1000.8    200.9    101.8    109.9    151.1 
    30.0     51.8    387.1   1978.4   1001.7 
   598.0     14.5   1000.2   1192.2   1088.6 
    53.7    201.0   1493.3    199.2   1380.8 
    25.2   1071.1    504.7     20.9     28.3 
    12.3     19.8   1086.5    991.9    595.2 
   197.1     53.6   1018.5    147.3     54.9 
   391.7   1049.9    200.1      7.0    101.7 
   500.9    100.9   1184.5   1016.7   1178.9 
   500.5    888.4     54.5    249.9    201.0 
    21.0    104.6    508.2    100.8   1468.8 
    65.8     54.4    209.6     25.0    509.8 
   595.9    535.2     29.8    520.0   1215.0 
   518.8    218.7    149.2     51.6     20.6 
    24.8    593.3     39.7   1498.9    359.6 
  1004.5   1014.4     50.9   1018.9     12.4 
   197.1    147.0    143.0     21.7   1540.2 
   547.8     29.6    296.9   1001.0     18.2 
   296.3   1000.1   1065.1   1000.9    103.9 
  1101.4    149.5     59.7     22.0    106.2 
  1177.5    637.3    509.8   1092.2    396.6 
     4.0   1000.8      5.9    507.8    545.4 
   252.1     54.6    501.5   1079.2    699.4 
   588.3     62.2   1019.5    101.9    109.9 
   217.6    501.0    508.4    203.9   1485.7 
   504.5    504.2    519.5    509.3     39.0 
    52.0    217.7   1001.9    204.1     59.8 
     6.9    688.3    550.6    116.9    594.5 
    39.7      3.0    519.1   1001.9    204.9 
   515.1    109.7   1000.3   1098.0    109.7 
  1488.5   1009.1   1006.1    151.6     14.3 
  1387.5   1008.1   1049.6   1095.3    597.1 
   208.8     54.8     26.1    200.1    501.1 
    12.0   1489.5   1486.6    104.4    204.1 
   100.2    100.2   1018.7     52.1     24.9 
   671.7     19.9     19.3   1000.4   1179.8 
    14.6    208.3    216.0     21.0   1096.2 
    56.9    203.8   1480.4   1010.0    202.3 
   505.3   1000.9      6.0   1003.2    248.9 
  1097.4     57.7     21.9    555.3   1080.1 
     4.0   1392.2    501.5     63.6    548.4 
  1001.0    145.7    231.2    398.2     28.0 
   300.2    293.2    219.1    698.0   1047.9 
  1490.7   1001.9   1480.6   1453.5    598.0 
  1384.0    101.2   1869.8     39.7    201.3 
  1010.8    154.3     55.0    501.9     60.0 
  1004.8     21.8    502.0    200.1   1099.9 
  1046.1    500.2    208.4    200.6    205.4 
  1488.0    549.9    106.4     52.9     11.0 
   554.8   1158.2    196.1     54.9    652.6 
    38.7   1017.1    297.8   1072.4    139.2 
   120.2     55.0     28.9   1009.2   1003.6 
    52.0   1044.6    510.7   1000.3    200.6 
   201.9   1956.0   1018.8    592.3   1195.1 
    14.6     11.8    250.1     68.9    104.7 
  1021.0    196.6   1004.7    155.9    295.7 
   101.0    150.9   1003.4    519.3   1001.5 
  1290.4    104.9     52.2    209.7    506.0 
   563.1    109.6    967.9    504.6     52.1 
   599.6     13.9   1010.0    101.8    210.4 
  1197.5      9.6    505.2    258.4    510.8 
  1000.0   1047.1     50.9     21.4   1186.2 
  1111.5    591.3    504.5    519.7    134.5 
   243.9    104.9    540.8    505.0   1181.3 
  1512.7    514.6    102.0     11.1    205.0 
  1028.9    200.4    102.0   1007.2   1992.8 
   526.5    151.4   1001.9     53.8    150.7 
  1933.1    600.6   1047.9     51.0    201.4 
   119.7     11.5     54.7    399.3    100.1 
   297.2    659.9     12.0    699.0     53.1 
   148.9    105.8     24.8     52.0     26.4 
    29.7    993.4    200.8   1014.7    599.6 
   101.0   1444.8   1913.3     12.0    292.2 
  1006.2    204.8     20.8    541.0    201.6 
   502.0    299.9     68.0   1036.1     29.5 
   597.5   1494.0     22.0    145.6      3.0 
  1001.9     70.0     14.7     30.9     69.8 
     6.0    501.0   1092.6   1448.2     28.1 
   500.9   1165.0    249.1    149.6   1501.0 
   590.7      9.3    546.6   1045.8   1923.8 
  1455.9    100.9    200.1    519.1    219.8 
  1005.0    576.7    506.8    108.4    101.0 
   695.2    509.8   1004.6    201.0    206.6 
   119.7     50.9    147.4    102.4   1044.9 
  1103.7    509.6   1470.8   1200.8    500.5 
  1002.1    547.6    504.9    690.6   1005.2 
  1005.0    396.9   1004.8   1007.1     52.0 
  1106.1    200.4    523.7     51.5    576.6 
   195.9    280.2    993.2    120.8    227.0 
  1934.2      2.2    598.4    297.6     10.9 
  1010.4    101.7    204.9    637.6    227.2 
   685.0    585.5    247.5    379.0   1046.2 
    19.6     11.0    542.2    145.9     98.0 
   118.0    101.1    101.0   1444.5     61.0 
  1048.4   1136.2   1009.9    201.7    116.0 
  1494.1   1190.2   1001.9   1198.5   1009.3 
   659.8     59.8    109.4      6.9    202.4 
    64.7    200.9    509.6    209.9    204.8 
   689.9     22.0    964.9    220.1    513.8 
  1002.4    144.1      9.7    510.1    211.4 
   202.1    202.8   1000.8    502.8   1107.5 
   540.8    501.6    510.0    235.1    397.8 
   502.6   1015.0    109.1     21.0   1019.9 
    11.6     11.5    199.2    204.6    100.1 
   397.3   1001.7   1046.4      8.8    501.0 
   690.4   1008.3   1005.2    697.4    219.9 
  1003.9    219.9   1469.4    981.7   1002.0 
   106.1     12.0     22.2   1017.7     24.6 
   504.5    504.8   1001.7    298.9   1092.0 
    12.2    593.4   1004.7    100.1    697.5 
  1988.3    204.4     20.9    201.8    562.3 
    55.0    110.0    367.1   1020.4    122.8 
   110.0     98.9     29.4    519.5    116.4 
   509.0   1492.9    100.8     96.8     39.0 
   200.0    502.0    200.3    102.9    124.6 
  1049.3    202.3     38.7   1001.0     22.4 
   117.8    300.2    149.7    202.5    949.4 
  1002.0   1000.6    508.4    203.8    100.6 
    12.0    119.2     15.0     20.9    204.1 
  1001.1    144.1   1092.4     21.9   2007.1 
   315.9   1485.6    106.3     69.8     24.7 
   106.8   1011.9   1999.9   1370.8   1000.3 
   101.8   1455.5    101.9    100.2   1981.2 
    21.0    689.3    545.6    299.2     59.2 
  1044.1     22.0   2003.9    501.0    502.1 
   200.1    684.5    146.6    537.8    202.0 
  1023.4   1049.7     11.7    206.8    505.1 
    29.5    504.7     13.4    119.1   1105.0 
  1904.4    508.4    501.9    596.7   1048.7 
   104.9   1898.8   1095.6    501.8    120.5 
   247.7     69.4   1906.9    289.5    109.3 
    21.0    552.0    120.3   1136.2     51.0 
   514.7   1452.7   1009.3    692.8    393.3 
  1496.3    104.6    690.3    280.7     60.0 
    67.7    698.5   1001.1   1098.9    544.5 
    55.0   1002.2    136.6    104.3    106.1 
  1195.3   1375.0    508.8   1099.5    590.0 
   547.4    505.1     57.2    519.7    105.7 
   692.4    718.6   1453.0    970.3   1971.9 
  1002.1    239.1    220.6    248.4   1042.0 
    22.1    670.2   1000.1   1183.5    110.1 
    12.0   1440.9   1483.5     94.7    221.6 
   549.2   1004.6    684.1    146.3     14.7 
  1049.9    296.8    218.3   1004.9    691.5 
   149.4    203.8     94.9   1019.6    594.1 
   349.5    550.1    507.4   1010.0   1950.5 
   503.9    620.4    697.4   1048.0     15.1 
     6.9    144.2    399.9     14.9    596.3 
  1001.8   1186.7    103.8    393.8   1199.1 
     2.1   1001.8     52.6   1048.6    502.5 
    10.9    528.6   1485.0    379.0   1001.9 
   509.4   1001.0    149.4    101.9    101.5 
   500.4     25.1    204.7   1018.8    399.8 
   300.1   1093.8    117.1    117.7    246.2 
    50.9     29.6   1479.1    505.7   1092.8 
   114.1    510.7    145.0    103.1    110.0 
  1001.7   1093.3    501.9   1016.4   1477.4 
   217.7    955.0    151.4    589.6    598.5 
  1009.4   1005.1   1967.0   1009.9   1002.0 
   205.0    102.0   1186.5    110.9   1097.6 
   210.0    582.1      6.6   1001.0     70.4 
   291.9    114.9    112.0    142.8    509.7 
   130.5     70.0      9.7     58.6   1009.7 
  1004.9    517.5   1004.8    553.4   1046.3 
    24.9    548.0     20.0   1191.4    288.3 
  1088.5     24.2    909.6    206.9   1194.4 
   118.5    389.9    203.2     67.6     58.9 
    67.3    509.1   1005.9    249.5    192.1 
  1198.8    119.8    513.9    516.9    501.7 
   109.7    242.0    209.8    102.1    502.6 
  1451.4   1964.2    504.7    120.3     11.0 
   104.4    205.0   1047.1   1023.7    510.1 
   243.2   1002.0    297.6    279.3    278.3 
    96.0     40.2     68.0   1018.6    500.3 
  1181.0    104.8   1000.0     21.2     54.1 

 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
     3.9      2.0     20.5      4.5     18.0 
    36.6      3.0      5.5     18.2     11.0 
    27.5      6.8      5.3     32.8      1.1 
    11.2      6.9     19.2      2.1      0.3 
     1.4      3.4      0.2      2.5     44.4 
     0.7     14.3     26.9     14.9      1.5 
     4.1      0.6      4.6     21.0      8.0 
     2.0     24.2      0.6      9.6     26.3 
    20.9      3.3      0.8      8.8      0.9 
     8.6      2.1      0.3      2.1      8.8 
    90.2      4.4     19.6      0.6      6.6 
     0.5     43.8      9.9      0.4      7.0 
    24.2     29.7     23.7      0.4      3.3 
     2.6      0.5      2.5      0.3     10.5 
    23.7      0.7      0.4     19.7     10.4 
     2.6      6.0     13.1     21.0      1.2 
    12.6     12.9      9.7     24.9     11.7 
     0.5      0.4      0.5      3.5     12.3 
    10.0     18.7      9.3      0.5     18.0 
    96.1      9.2      3.1      1.0     23.9 
     0.7      0.8     14.9      7.2     27.4 
     0.5     44.5      6.4      1.1     22.0 
    31.6      0.6      1.9      1.4      5.1 
    12.8      0.3      7.0      1.8      0.6 
    40.1      5.8      3.2      0.1      5.7 
     3.8     96.2      2.4      1.1      9.4 
     8.7      1.2      8.2      4.0      7.9 
     3.3     20.7     12.1      3.1     10.8 
     3.3      1.5     31.8      6.0      3.7 
    55.5      0.1      9.8      3.1      0.3 
     6.5      0.8      2.8     11.0      6.7 
     1.3      1.8     19.5      0.2      0.9 
     3.6      1.0      2.5     16.2     37.1 
     2.2      1.9     11.5      0.6      1.3 
    57.6     10.3     22.2      2.9      4.2 
     1.6     28.6      2.0      0.1     31.0 
     0.7     32.3      3.9      4.1      1.6 
    97.7      0.2      0.2      1.0     34.8 
     5.3      3.1      8.6      0.9      9.2 
     0.3     11.4      4.6      0.1     31.5 
     1.4     18.2      2.1     11.6      4.7 
     1.2     24.2     22.9      2.5      3.5 
    22.0     34.8      4.9      0.0      1.3 
     8.2      0.8      0.4      1.8      5.4 
     2.1      2.2     38.1     33.6      0.0 
    43.8      5.7     27.8     35.1     31.2 
     1.0      2.8      2.7     10.1      7.6 
    21.1      2.3      0.8     14.7      0.7 
    71.7      0.9     14.5      3.9     11.7 
    10.2      7.6      6.5      8.7      3.6 
     0.1     14.8      9.8      9.3     39.3 
     2.3     10.6     28.5      0.9      4.9 
     5.5     14.2      9.6      5.1      2.2 
     4.0     10.1      6.0      2.5      8.5 
    24.9      2.5      3.2      7.4      7.5 
     6.7     16.7      8.7     15.8      2.2 
     0.4     16.8      1.4     31.7      2.4 
     5.0     26.5      1.7      0.5      4.8 
    19.4     14.4      1.6      2.7      7.3 
     0.5      4.5      1.5     11.4     51.8 
     8.0      1.8      0.3     28.6      9.0 
     8.8     48.9      2.4     67.7     16.6 
    22.2     37.8      3.5     16.8      3.0 
     6.2      4.7     60.9      6.3     19.2 
    52.2     21.3      2.3      2.6      1.1 
    70.2      1.0     12.7      0.7      1.7 
    81.3     18.5     19.6      6.0      0.9 
     3.7      4.4     51.0      7.6      4.2 
    54.5      2.5     29.8     20.6      1.8 
     4.2      0.1      1.3      3.3      3.2 
     2.7      0.2      8.0      0.3     41.4 
     0.5     44.1      1.7     12.7      0.6 
    18.5      1.8     22.8      3.4      0.3 
    31.9     30.8      3.6     12.3      5.8 
     5.3      5.2      5.1      0.5      1.1 
    63.2      1.0      0.8      0.2      2.1 
    11.4      0.4      0.9     42.5     32.3 
    23.6      0.2     13.7      9.6      2.1 
    74.5      2.8      7.0      0.6      6.2 
     3.2      1.0      3.4      2.3      8.7 
    34.7     32.4      9.2     26.8      7.8 
     0.3     13.0     19.0      0.5     20.5 
     0.8      0.9      3.7     67.9     26.6 
     0.3      1.0     11.2     75.2      0.5 
    24.9      1.2      0.1      0.6      7.8 
     1.2      1.5     35.1      5.2     10.0 
     5.3      4.8      3.6     33.6     12.9 
    17.5      1.3      0.2      7.8      1.6 
    19.2     22.8     20.4      8.2      1.4 
     7.5     19.7      2.4      1.6      0.7 
     5.2     16.4      0.7     27.0      8.1 
     6.8      9.4      1.2     35.3     65.7 
     1.0      2.2      7.6     32.0     13.2 
    23.4      6.0     62.4     63.8     13.7 
     2.9      1.0      0.0     20.4     30.4 
    22.8     31.3      4.8      1.4     11.3 
    10.7      1.2     47.4      0.0     92.5 
     0.4     11.6      5.2      7.2      4.3 
     8.3     12.2      0.9     17.9      0.3 
     3.1      0.8      3.1     26.9      0.2 
     6.1      3.5      4.2      0.6      0.7 
     1.8     20.3      2.3     16.0     34.4 
    17.3      3.9      9.2      0.3     12.6 
     0.1     21.3     18.8     41.2      0.1 
    27.6     39.7      0.2     22.5      4.3 
     2.5      0.6     21.9      2.7     47.6 
    10.9     10.6      5.8     19.0      0.2 
     2.3      2.1     10.7      0.6      4.4 
    76.3     16.3     16.8      4.9     11.2 
     5.0     55.2      3.7     20.5     11.7 
     7.4     17.2      0.8      2.0     39.8 
     0.8      3.3     84.6      0.3      2.8 
    22.9      4.6     68.9      8.2      1.0 
     5.5      1.9      2.8     51.6     17.6 
     1.5     20.0     26.4      5.5      5.3 
     0.7      1.3      1.4     41.6     42.6 
     0.3      1.0      2.1      4.0      0.4 
    18.3      0.8      7.2     23.3      0.6 
     1.9      8.1      0.3     12.8     20.7 
    41.4      2.0     20.5     42.9      4.8 
     7.2      8.1      1.6     11.2     55.4 
     0.2      0.2     32.9      4.6      3.6 
    23.2      1.9      0.2     12.4      9.9 
     8.9      7.5      2.1     10.9      1.1 
    54.3     14.7      0.6     11.7      0.2 
     5.8      4.2      1.4     14.2     22.7 
    41.0      3.4     14.5      8.0     26.5 
     5.7      7.8      1.7      0.5      3.9 
     0.5     13.4      1.6      0.1      4.0 
    16.7      0.3      9.4      3.1     64.0 
    78.4      2.0      1.8     25.6      6.2 
    69.5      8.0     92.0     23.2      0.4 
    16.8      0.2     19.4     48.1     20.4 
    13.2      1.1     32.7      8.6      6.8 
     2.8      0.3     18.0      2.4      6.3 
    14.2      0.5     14.7      9.7      1.3 
    14.3      0.3      0.2      0.3      4.4 
    71.8     18.7      4.0      0.2      8.9 
     2.4     10.2     41.1      5.8     76.7 
     2.8      3.7    111.9      4.8     15.6 
    13.1      8.2      3.6      1.0     72.9 
     1.3      1.0      5.9     13.9      0.1 
     0.3      6.7     13.3     16.8      0.6 
    23.7      8.3      2.1      0.7      0.3 
     4.4     31.3     74.8      7.7      0.1 
     1.7     12.1     13.3     20.6      7.9 
     1.0     17.4      0.6     31.9     15.4 
    21.4      8.7      5.5     32.6      1.0 
    17.1      7.5      2.4      2.2      0.4 
     0.1     57.0      1.0      5.5     37.7 
    24.0      0.8      2.6      6.1      2.3 
    13.6     16.0      6.6     51.2     14.6 
     3.0     76.1     25.4      0.5      3.2 
    79.2      6.4     16.2      0.3      1.3 
    10.4      1.1      2.9     10.3     13.7 
     2.4      9.7      3.9      1.4     59.4 
     1.4     23.4      1.0     12.3     90.2 
     0.7     15.3     10.2     11.9     50.3 
     3.5      4.3      4.7     29.8      4.9 
    61.8      3.3     10.3      0.2      0.8 
    31.9     31.8     34.7      4.7      6.3 
     5.0      5.4     20.2     11.4     22.0 
    11.3     75.3     12.4      1.7      1.2 
     5.0      0.7      0.4     68.2     22.2 
    36.1      1.2      3.2      3.5      0.8 
    22.1      0.9     16.8      8.9     19.4 
   123.7     10.5      0.7      2.7     14.0 
     0.5      4.5      9.7     12.8     14.3 
     2.1      0.3     17.1      1.3      1.5 
     8.7     11.7      3.8     21.9     45.2 
     1.6      5.0      2.1      0.3      2.6 
     2.1     22.3      0.8     27.8     45.8 
     0.2      8.5      4.7      0.7      2.8 
     2.6      6.4      1.2      0.9    141.6 
    22.6     43.6      5.5     42.8     15.2 
    26.3      1.2      7.7      0.9     20.7 
     4.3     36.9      0.0     45.9      6.5 
     0.7     11.5     18.5      0.4     28.2 
    13.0     13.1      2.1      1.1     52.5 
     2.6     23.9      0.1      1.2      0.2 
     1.7     37.1      2.5      2.2      0.5 
    14.3      4.7      0.9     26.2      3.3 
    14.3     21.5      6.3      2.8      2.4 
     8.0      1.1     12.8      0.2      6.7 
    10.4     27.6     26.2      4.3     11.7 
     0.9      7.6      7.6      3.7     23.8 
     1.9      2.9     18.0      4.9     87.3 
     3.5      8.4      2.2     35.5     12.2 
    23.0     35.0     57.3      0.1      0.0 
     0.5      3.0      0.6     31.0      7.8 
     1.4     29.7     64.2     21.9      7.7 
     3.2      4.1     12.7      1.3      5.9 
    10.0      5.1      2.6     22.5     18.3 
    13.5      0.4     10.2      2.5     18.8 
     3.2      4.7     21.4     55.5     30.2 
     0.9      3.2      1.5     17.8     23.5 
     3.2     38.7      0.8     51.4      0.9 
    48.7      0.1     12.8      3.7     19.1 
    60.9      0.9      0.4      8.7      3.1 
    11.3     83.1      8.3      6.0     18.3 
    17.6      7.4     13.6      2.2     38.4 
    71.8      5.8      1.3      0.4     20.4 
     7.3      6.0      2.5      2.5      9.6 
     7.4     19.0      0.6     11.4      0.2 
    13.0     33.3     16.6      0.3     56.7 
    41.7      4.0      7.9     10.6     14.2 
    10.1      3.2     42.0      2.5      0.2 
     8.5     15.8     14.8     30.1      1.5 
     7.3      0.2      1.7     29.0      4.6 
     2.9      0.1     10.4     10.0      1.1 
     2.9      9.4     53.5     11.9     13.0 
    44.9      1.7      2.6      0.6      6.9 
     0.4      5.8      2.2     15.4     12.9 
     0.4      0.3      0.8     44.7      2.3 
     4.4      0.6      0.2      4.4      1.7 
     2.3     30.4     42.4      1.1     15.6 
     3.7     21.3     18.4     24.0     51.9 
    41.4     13.8     77.9     10.2      9.6 
    11.4      3.3    108.2     23.5      9.7 
    30.2      0.7      0.1      0.4     11.6 
    42.2      7.4      1.8      2.9     10.4 
     5.0      2.2      9.7     10.0      7.3 
     2.4      2.2     17.8     13.0      5.6 
    47.4      1.3      1.8      7.9      4.2 
    17.7      5.8      0.9     87.2      2.6 
     0.2    114.0      0.5      8.3     10.2 
     1.3      5.8      3.4     11.1      2.9 
    31.9      0.9      6.2      0.6     19.9 
    29.1      8.9      2.8     54.9     70.7 
     4.0     55.3      1.2      1.3      3.1 
    14.3      1.9      0.5      4.6     74.1 
     1.7     59.7      0.6     25.6     13.9 
    10.1     11.8      2.8     39.3     44.7 
     4.2      2.3      9.1      0.1    100.4 
     0.1      0.5      0.4     16.8      0.2 
     3.0      8.6     16.4      7.5     15.2 
     7.3     27.1     40.7      7.2      8.6 
     6.8      3.2     18.9      2.8      7.8 
     2.3     10.9     14.0      1.0      6.1 
    18.5     20.7      0.3      0.1     19.4 
    51.0      1.7      1.4      6.5     29.9 
    15.1     22.0      2.9      9.3      2.7 
    41.0      1.1      7.3      7.1      0.2 
     4.6     15.0      5.6      7.9     40.6 
     6.2     14.0      9.3      2.8     24.6 
    59.3      7.3      0.6     27.5      0.2 
     5.4      1.8      8.3      2.0     15.0 
     7.3     26.9      0.2      0.1     38.1 
     1.8     11.2      6.6      1.3      0.1 
    11.3     13.4      3.4      9.1     14.1 
     5.3      1.4     11.6      0.8      2.6 
    19.0      3.1      0.8      0.3      7.6 
     7.6     17.6     86.8      0.3      9.2 
     0.2      1.1     45.9      1.5     16.6 
     3.8     13.2      5.3     11.7      3.2 
    11.3      0.3     19.5      1.0      1.0 
     2.9      7.8      0.5     26.7     17.3 
    10.5     17.3      1.6     36.9      0.5 
     2.4      3.8     22.1      3.7     25.9 
     6.4      8.9      0.3      6.4      8.4 
     1.0     21.6      3.1      0.6      4.4 
     1.5      7.8     30.0      1.5      6.8 
    15.5      0.3     15.6      0.1      0.4 
    11.4     25.8      7.6     15.1      1.9 
     8.0    100.3      2.7     42.3      3.0 
     0.6      4.7     19.1      2.3     14.4 
     4.5     16.6      1.7     14.0      6.9 
    38.7      5.8     29.0      0.2     54.3 
    67.7      2.4     15.9      1.0      8.0 
     7.7      5.6      5.3      9.0      1.4 
     2.8      5.0      5.5      8.1      3.1 
    14.3      2.9      1.0      7.7     29.3 
    15.2     12.5      5.6      0.5     23.9 
    67.2      5.8      2.7      0.2     15.4 
     1.2      2.5      6.8     22.5      1.3 
    23.7      0.1     18.4      3.2     46.4 
    20.0     47.5      4.6     14.1      5.6 
    47.0      1.3     50.1      4.0      3.0 
     6.0      6.1      1.6      7.3      4.1 
     9.6      2.1      5.4      0.3      2.5 
     0.3     23.3      0.7      7.8      4.7 
     2.6     23.7     38.8      1.7      3.6 
     0.5      7.0     41.2      4.2      4.2 
    24.9      5.3     29.3      1.2      2.6 
    27.8      0.3      0.2     16.3     52.3 
     8.6     22.8     21.7     16.2      1.3 
    51.1      1.9      6.1      1.5      2.4 
     0.7      2.0      4.3      0.8      0.4 
    26.4     11.9      0.5     10.4      1.1 
     2.2     44.7    117.4      5.5      3.4 
     0.2     56.1      0.1     11.7     20.1 
     1.5     38.8      0.2     13.7      3.0 
    36.7      0.5     39.9     15.7      1.5 
     8.8      5.3      0.8     23.6     25.3 
    39.0      2.4     13.9     13.8      0.9 
     3.9      3.3      2.4     82.9      7.8 
     4.5     24.5      0.8      0.3     19.0 
    13.1      4.3     13.9      2.6      0.7 
    10.3      0.7     47.1      1.7      0.0 
    25.3     17.9      0.4      1.8      2.9 
     3.8      1.6      2.6     39.1      8.8 
     3.5      0.3     17.5      2.7     17.3 
    20.9     13.6     11.1      6.6      3.6 
     3.7     24.1     18.8     19.4     13.8 
    31.8     22.8     53.9     26.0      0.1 
     0.3      5.9      3.3      6.1     19.7 
    82.6      0.3      1.9     62.4      0.1 
     5.1     29.7      2.0      3.7      6.1 
    15.5      0.7      2.4     31.1      0.3 
     0.2      3.7     17.0     32.8     43.9 
     5.5     26.6     26.9     49.2     33.4 
    18.6      2.2      3.2      1.8     59.4 
   101.4     14.0     19.5      0.6      8.3 
    33.3     30.4      1.9      0.2      0.9 
    29.6     13.9      9.2    147.1      1.6 
    58.5     12.7     14.2      8.6     11.0 
    13.7      0.2      4.3      5.5     14.0 
    11.0      0.7     14.8     44.3      7.6 
     2.6     16.0     37.3      0.1     13.7 
    15.9     36.7     34.5     65.5      4.5 
     0.2     27.0      1.2     50.7      0.2 
     8.3      0.1      8.3     10.8     62.1 
     0.2     37.2     23.1      7.8     14.3 
     0.8     10.6      4.6      5.8      2.3 
     3.3     67.3     30.6      9.9     22.1 
     2.7      6.3     87.0     19.6      0.8 
     0.1      1.8     18.2      0.2     21.8 
     2.6      0.2      0.2      4.9     10.6 
    18.2      7.7     15.7     72.0      1.7 
    54.5      0.3     30.9      0.6     10.2 
    18.5     35.3     22.2     11.8     41.5 
    15.6     24.1      6.2      2.0      1.7 
     1.1      0.5      0.4    103.5      1.6 
     2.7      1.6      8.6      8.4      0.7 
     5.4      1.1      2.4     38.4      4.6 
    33.2      0.9      1.5      1.4     15.9 
     0.7      4.6     76.4     14.1      3.3 
    17.5      3.0      0.2     21.0     77.2 
     0.0     23.6      7.5      0.8      3.6 
     1.7      7.3      9.1     10.0      2.5 
    30.3     58.6      0.3      7.2      6.1 
     0.8     19.4     30.9     19.6      9.4 
    29.7     17.1      7.4     51.5     20.3 
    28.8     12.8      2.8      3.9     55.6 
     2.1      1.2     57.6      2.8     12.5 
    24.9     13.2     13.7     11.5      8.7 
     0.4      0.6      5.0      2.3     49.5 
    46.4      2.0      0.5      0.2     65.9 
     2.0      4.2      5.0      4.4     14.1 
    10.5      1.3     10.4      5.7      4.0 
    46.7     20.3     27.0      1.7      5.0 
     1.1      8.3     27.6      9.7     47.0 
    95.1     28.9     13.2      3.1      6.1 
     0.3      6.0     74.9     55.3      2.2 
   113.3      7.9      0.3     10.2    108.1 
     6.5     39.4     11.1      0.8     10.4 
    29.6      0.5      2.6     18.8      2.0 
    36.2      0.5     47.2     14.9      1.3 
    21.4     10.1     11.0     24.5     30.8 
     1.1      8.5      0.7     44.8     26.3 
     2.3     30.2     67.9      0.0      6.8 
    64.1      3.1     14.4     62.9      5.6 
     3.5      0.6     11.1      8.5      1.1 
     1.7     10.1      5.1      1.3     46.2 
     2.2      7.0     29.0     22.1     17.7 
    23.1     14.9     32.5     12.5     37.0 
     1.6      0.7      5.5     71.4      1.2 
    13.6     87.7      1.6      0.8      0.4 
    13.4     11.2     11.6     59.5     15.0 
     3.0     38.9      1.1     56.2      3.2 
    27.8      0.6     30.7     48.8     48.2 
    40.8      6.4     27.4      9.8      2.6 
     7.4      3.3      5.1     13.6      4.5 
    12.8     79.5      5.2     49.5     14.5 
    10.8      0.3     10.9     11.8     82.4 
     6.5     32.8     81.8     22.3      4.5 
     2.0      4.9     10.8      8.4      3.5 
    48.3      0.1     30.3      0.4     56.4 
     0.3      3.3     12.5      3.4      9.5 
     5.5    127.7     47.7      8.2     12.0 
     8.0      1.2      1.7     21.4     53.4 
    61.3      1.1     25.9      0.7      7.7 
    23.7      0.5      1.9      2.0     26.4 
    23.9     45.7     17.5     10.8     18.5 
     1.9      0.5     32.7     24.4     14.1 
     1.5     15.5     28.3      5.7      3.5 
    10.8     39.3      3.0      6.3      1.7 
