
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
    32.6     62.8      4.9     17.2      1.5 
     2.1     14.9      0.8      9.0     80.5 
    10.1      2.5     55.0      8.2     33.7 
     0.7      1.0     51.2     78.1      0.5 
   139.2     58.9     59.5    147.9     10.9 
   105.2     21.9     73.7      6.2     19.0 
    13.2     27.7    157.0    120.2     29.9 
     6.5      1.1     52.4     25.3     59.4 
    32.2      2.3     35.4     57.1      5.2 
     8.0     22.2      3.2     10.4      4.4 
    86.8     14.6      5.9     19.5     23.0 
     5.0     56.5      2.8     52.6      1.0 
     3.7     67.0     15.0     17.0     13.8 
     3.7      1.5      6.1      7.8      6.3 
    16.3      4.5      1.8      3.3    113.6 
     7.9     17.5     41.1      9.9    110.6 
     7.5      2.3      3.6     22.6      2.4 
    68.6      1.4      3.6     43.6      1.2 
    53.3     81.6      5.7      3.2     17.6 
     6.3     42.3      0.6      0.8      1.3 
     0.3     26.8      0.4     52.8     63.8 
    41.8     33.3     12.2     19.0      8.9 
    63.2      7.1     24.2     63.6     70.1 
     4.2     23.9     41.9      1.3     29.3 
    47.4     17.4      0.7      5.7     22.7 
    10.7     34.6     36.7      1.7      4.4 
     3.9     22.8      6.9     18.5      5.2 
    21.2      2.4     21.9     15.9     40.8 
    26.3      2.2      0.2     14.4      2.7 
     6.1      2.6      9.0      8.3      0.9 
    86.7      1.4     81.3     32.7      1.4 
    13.5      3.5      6.9      2.2     70.6 
    26.7     17.1      1.4     14.0      1.7 
    32.4      0.6      3.3     71.4      5.4 
    24.0     22.0     31.2     91.6      2.6 
    94.2     32.2      1.0     15.6      7.9 
     2.2      0.8     27.5      5.0     73.4 
    12.7     87.6      1.8     30.8     21.2 
     4.8      1.9     30.0      0.7     36.5 
    76.7      4.0      5.7     39.0     11.2 
     2.1     30.0     85.7     12.5     17.4 
    32.5    124.5     26.0     54.8      4.5 
    20.8     25.4      6.8      6.8     23.0 
     1.8      7.7     80.8     46.4     71.0 
    15.6     26.5    140.0     27.1      8.6 
    64.5     52.5      6.8      5.9    129.4 
    23.3      8.0     81.0      1.7    113.8 
     1.0     30.2     13.3      3.0      7.2 
    62.0      3.8     28.7     20.6     40.3 
    64.0     19.8     72.7      4.2     63.2 
    31.6     37.2     13.5     22.0      4.8 
   160.4     21.6      2.7      7.6      6.4 
     2.0    142.3     12.6      2.9     32.2 
     4.4     60.0      9.1     69.3     18.3 
    14.0     31.8      0.9     14.6     10.4 
   134.2      9.6      0.4     96.2      8.1 
     3.8      3.6    108.6    151.8     52.1 
    16.6     84.2     10.6     71.0     32.8 
     1.7     60.6      0.5     13.0     30.8 
     2.0      0.8     81.1     11.2    111.3 
     1.0     10.2     42.2     19.0      0.1 
    31.1     42.8      1.2      0.8     44.0 
     5.6     25.2      5.0      1.9     67.7 
     8.1     17.6     16.7     15.7     44.3 
    16.5     11.4     14.5     11.5      2.0 
    19.0     54.1     28.0     19.3      2.5 
    34.2     65.4      0.5     34.3    132.0 
    13.2      6.0      2.2      1.7     65.6 
    14.6     28.9     71.8      2.1     29.4 
    33.7      9.1      4.7      9.8      8.7 
    27.4      0.6      2.5      1.8     22.4 
    32.9      0.0     51.9     37.7      5.4 
     0.8     17.8      7.0     18.1     19.5 
     8.6     16.4      0.1    284.0     40.8 
    23.2      0.5     20.8      6.3     78.5 
   200.7      2.9      1.7      0.1     22.4 
     0.5      0.7     11.1      0.3     42.1 
    28.6      0.9    126.9      0.2      1.8 
     8.4     56.1      8.4     23.1      4.8 
   102.5      7.4      5.7      3.4     19.4 
     0.7      7.6     70.3     43.2      0.7 
     0.1     53.8      3.5      2.7      8.2 
    21.2      3.4     13.8     93.1      6.3 
     6.1      0.4      7.4     29.8     28.3 
     0.4      2.2     16.9     11.5     54.7 
    40.9      4.6      1.1      4.4      4.5 
     1.0     56.4    229.7     20.0      0.1 
     3.7     12.1     73.1      4.7     22.4 
    38.7     51.6     62.1      4.4     12.1 
    29.6      0.9      5.1     14.4     18.2 
     7.2      0.8      6.1      4.3      7.9 
    38.7      3.0     37.7     10.0     85.5 
     7.5     98.1      2.0     40.3     57.9 
     0.6     23.2     82.4      0.9      1.9 
    59.5      1.9     58.3     20.2     77.5 
     6.5      3.2      5.4      1.7      5.2 
    50.2     36.8      4.3     52.6     19.5 
    39.4      0.4     32.1      2.2     10.0 
    37.8      2.8      1.7     20.4     17.4 
     1.9     87.7     11.7     97.6     15.2 
    40.4      4.0      3.1     37.7      5.8 
     0.9     20.1      7.9     56.7     39.9 
    61.8      1.3     72.8     34.7      9.7 
     0.1      0.7      4.8     24.2      5.2 
    30.1      6.5      7.3     13.8      0.6 
     2.6     48.1      9.9      3.6     34.9 
     0.1     33.7     31.2      1.4     13.6 
     0.9      7.5    115.2     79.3     29.9 
    18.9      0.5      7.6     21.7      0.3 
     1.2     15.9     35.8      1.4     55.0 
     2.0     58.0     70.4      5.0     42.1 
     2.9    200.4      1.5      4.5      6.6 
     1.1      1.2      7.3     28.5      0.3 
    33.6     41.6    113.0      7.6      3.0 
    77.5     11.9      2.9      1.9     39.4 
     0.5      5.2      2.0     22.0     54.3 
    28.8      8.3     70.8     50.9      0.8 
    87.3     86.4     27.4      5.1      3.0 
    46.1      2.1     75.9     32.5      2.0 
    10.0     10.4     59.7     15.5     65.3 
     3.8    138.0     22.3     28.6      3.6 
    10.4     20.1     47.9     10.6      6.2 
    25.7      2.3      3.0      2.8      6.2 
    42.2      0.4      6.2    122.8     27.0 
    12.9     28.4     53.7     29.0     10.1 
    23.9    256.6      6.3      7.9     37.7 
     0.8     12.9     48.3      3.0     20.6 
     2.9      0.6     49.4     23.0      4.2 
     5.6     29.2     43.3     16.8     12.6 
    29.6      4.5      1.6      6.0     27.6 
    12.1      0.3      1.4     11.3      0.9 
     0.3     34.3      1.8     14.7     11.7 
     1.4      7.1      0.2      4.8      7.3 
     1.1    166.2      4.1     61.5      7.3 
     5.9     11.5     19.5     65.9     12.4 
   217.9      0.5     27.9     51.7      0.9 
    90.9     50.4     49.9     84.2      4.6 
    16.7      7.7     28.6     29.0      9.8 
    16.1     13.2      0.4      5.7     30.2 
     2.7      1.2     47.1     20.2      4.5 
     4.6     14.1      2.9      4.4    249.5 
    15.1      6.5      0.7     39.5      0.3 
     2.9      1.3      3.7      6.4      0.8 
     4.6      2.2      0.3     29.0      3.3 
   137.8    124.2     25.4     48.4     15.5 
    37.3      1.1     93.2     10.7     11.6 
     1.2     25.7      8.0      4.2     69.7 
     0.5      6.4      1.4     17.5      0.6 
     8.4     29.6      3.6      6.3     10.0 
    15.9     23.5     31.3    115.3     13.3 
     1.4     13.0     23.5      4.3      7.6 
     0.3      0.8    110.8      2.8      3.0 
     0.3     55.8     92.7      9.0     12.6 
     0.5      4.5     10.4     12.4     29.6 
     0.3     19.2     86.1     21.2      4.4 
     3.5      2.4     59.7     13.1    158.7 
    28.3     15.0      2.7     39.1      0.5 
     2.6      4.3     14.3     86.7     15.8 
     4.5      2.0     39.5     12.7      7.8 
   105.3      0.7      6.2     11.6      7.7 
    30.8      2.1      0.6      5.5     26.8 
    19.0     74.1     13.9      5.9     49.8 
     4.3      0.7      2.2    128.9     12.3 
     9.0     67.6      1.0     19.0     24.1 
     5.9      4.4     42.2      1.9     16.2 
     1.2      3.6      0.4    128.6     40.8 
    19.5      4.0      0.6      2.5      3.1 
     2.3      2.7      3.6     46.7     19.9 
    40.9      0.9      3.2      5.8     27.4 
    34.2    148.5      2.7      0.5      2.0 
    34.1     94.2    104.2      9.1      8.5 
     9.4     12.8     53.9     36.6      5.2 
     1.9     91.9      7.7     17.7      0.1 
     5.1      9.7      9.4     15.7      1.3 
     4.9      5.8      8.6     19.5     66.5 
    45.7      2.6      2.0      4.1      0.3 
     6.5      8.9      8.3     13.6     36.5 
     2.4     58.7      4.4      9.1     10.0 
    48.3     47.1     10.6     49.1     11.4 
     0.1     52.2      0.7     22.3     18.3 
    13.0      2.9     62.0     22.5      1.9 
    23.4      8.9      2.0     15.5     69.4 
     1.9     40.1     10.7     14.2     33.0 
    20.7     11.6      0.4     16.5     18.6 
     2.0     27.0      6.0     19.9     64.3 
     3.9      7.9      9.2      1.4      0.1 
    27.2     98.7     18.7     50.8     10.6 
     3.2      0.6     35.3     38.0      9.6 
     1.9      2.3      1.2     50.3      1.3 
     4.8      0.4     41.7     18.8     41.1 
    65.6     30.1      0.9      5.7      8.9 
     0.5      5.7     25.9      1.3     32.2 
    16.2     34.5      5.3     67.1      7.2 
     1.9     77.2      6.6      3.7      1.9 
    16.1     15.8     27.0     17.1      6.2 
     0.9     27.3      0.3     30.7      0.2 
     8.5    183.2      3.5     78.9     67.5 
    37.3      0.9      3.4     62.0     15.1 
     9.2      8.7     69.7      1.2      2.1 
    23.2     25.2    112.0     64.2      4.9 
    86.4     49.7     42.1     73.0      5.0 
     5.9      4.7    241.1      0.4     21.3 
    70.8    136.7     76.4     11.5      0.4 
     0.4      0.9     62.6      7.1     28.0 
     4.7      0.3      1.0     25.3     36.1 
     7.4      1.9      7.9      6.2      8.2 
     0.1     18.9     35.7      4.5     34.1 
   180.5      1.5      0.7    161.1      5.5 
     1.3      2.4     42.7      6.8      0.7 
     7.4     30.5    132.3      6.8    103.1 
    39.9      3.6      5.7     68.7      7.4 
    30.3     50.8     33.1      9.3     22.8 
     1.1     22.6      2.2     20.5      0.5 
   101.9     97.0     17.9     75.7     30.7 
     3.5    154.4     59.7      5.6      1.1 
     0.7      2.7      4.7     22.6      1.3 
    14.9     67.8     60.9     49.0      2.5 
    11.4      3.9      1.3     33.0      6.1 
     0.9     12.4     28.3     79.6     44.6 
     8.1     50.0      5.1      0.8     11.7 
     0.7     70.6      4.6     47.6     22.0 
    28.4      6.5      7.0      1.4    106.8 
    45.4      0.3      7.7      5.3     54.5 
    12.7      1.0      8.8      5.4      9.5 
     2.6      0.9     81.2     33.9     26.4 
     1.7      5.8      5.4    113.0     51.1 
     3.1    155.1      1.1     38.4      3.0 
    12.8     10.4      7.7     20.8      1.5 
     0.3     16.8     14.4      8.5     17.2 
    58.1     39.1     30.3      4.7     29.3 
     7.5     78.1     49.9      0.5      0.2 
    29.5     18.2      9.3     13.5      3.5 
     1.6     44.7     19.2     11.6     13.7 
    48.3     27.0     18.9      7.5     11.4 
     1.5     11.4     10.7     53.7     14.7 
    14.7     11.9     64.0     34.1     15.4 
    61.5     20.0     30.7      8.3     74.6 
    24.2     22.9      4.6      4.7      1.8 
    63.5      0.6     25.1     34.1     18.7 
    22.0     21.9      2.7      0.6      5.0 
     0.3      3.0     17.4     12.0     16.9 
    18.7      2.4     23.3     77.2     54.2 
    19.9     62.4     11.0     73.7     64.0 
     4.0    133.6      7.0     13.9      6.0 
    28.7     61.0     19.2      6.1      5.1 
    18.6     73.1      5.3      1.4     36.6 
     3.9      5.7      2.7     82.4      4.8 
    49.2     10.9     83.5    155.6     36.4 
     2.7      0.8      0.7     21.0     30.3 
     9.4     53.3      9.1     16.3     29.6 
     1.0      1.2     36.5     14.2     10.4 
     0.9     58.2      3.4      0.0      2.3 
     2.7    101.1      1.5     63.0    145.0 
    27.5     14.3     14.7     13.1      3.6 
    99.9      2.2     18.9      2.0     12.8 
     6.1      5.6      2.8      9.7      2.4 
    65.9     32.1     30.3     38.5      0.6 
    57.3      0.5     16.0     60.9      9.4 
     1.2      0.8      0.1      3.2     43.8 
    53.9     42.6     32.2    137.9      0.4 
     0.6     23.8    166.5     47.1      0.4 
   116.6     31.0     46.8     21.2      5.7 
   146.1     50.5      1.4      7.9     12.9 
    26.1      0.5     56.5      4.5      0.5 
    57.8      3.4     91.0     64.2      1.9 
    31.6     20.9     22.0    103.9      3.6 
    16.3     39.3      0.1     18.0     92.7 
     2.1     62.2     15.4      3.0    101.8 
     3.8    142.5     30.9     38.6     34.4 
    16.0      3.2     93.8     11.9      0.3 
   115.5      3.9     10.7      3.2     32.3 
     1.4    127.8     98.3     22.5     22.2 
    35.9     47.9     10.8     20.5      1.7 
    94.0     14.3      1.3     13.8      4.4 
    32.9     12.0      1.1      2.4     18.7 
     4.2      1.6      8.2     19.7     28.3 
     0.3     71.7     14.3      9.5     36.5 
    17.8    104.0     93.0     11.3      4.2 
    13.1     35.5     20.7     19.2      0.4 
     5.4      4.3     38.2      2.3     25.1 
    90.1     54.8     13.2      9.1     13.1 
     1.1     69.4      5.8     52.4     31.1 
    41.5      0.2     48.1     48.8      2.1 
     0.3     57.4      6.3      7.0      2.7 
   116.7     54.0      4.2     70.3      0.2 
    39.4     13.1     20.1     28.5      8.7 
    10.0      4.4    202.9     38.3      0.9 
     0.1     18.8      3.6      0.6     20.2 
     2.7     57.8      2.1     18.2      5.0 
    91.8     36.0     73.5    115.5     51.6 
     1.4     32.8     32.2      7.7      0.6 
     2.4     63.0      3.9    109.7      9.0 
    17.3      0.4     56.5     63.5      4.5 
     4.4      0.8      1.6      0.6      5.8 
    19.8     63.0      0.4      0.7     82.0 
     3.8     41.6      0.2    103.8      0.4 
     7.5      8.3     87.8      3.0      9.3 
     1.2     36.7      0.9      9.7     22.4 
    51.8     64.0      1.1      5.7      3.1 
     0.3     79.2     11.4     22.9     10.9 
     4.7      1.6      2.0      1.9      0.5 
    14.1      2.6      7.9      5.8      1.3 
     0.8     25.2     19.5      0.1     19.2 
    20.0      1.8      5.0      5.9     20.9 
    30.3      3.1      1.0    172.5     12.2 
     2.0      9.0      0.6      5.1     14.2 
     3.7    149.7     35.7     16.2      5.2 
    59.7     12.7     36.9     35.7      0.4 
    42.8      7.9      2.3     66.8     13.2 
     3.1      5.5      1.9      0.9     11.7 
    12.8      0.9    106.9     20.9      8.8 
     2.4     15.5     28.9     11.6      0.9 
    88.7      0.5      0.8      0.6     40.5 
    19.0     46.1     62.6     11.3     18.8 
     7.5      4.9     12.3      9.2    150.8 
    61.1     73.9     30.2     33.5     12.1 
     8.6     19.9     13.6      2.2     25.0 
     0.2     58.0     45.3     98.8     17.3 
    48.2      4.4      1.2     14.5    110.6 
    17.5      2.3     13.6     26.1      6.2 
    42.5     10.9     20.9    114.8     19.1 
    95.8      3.8     49.7      2.8     21.9 
    32.8      5.0     30.8      6.6    241.1 
    10.2      9.7      6.0     75.6      4.8 
    27.3      2.9      0.8    187.4     14.0 
     5.5     34.3    164.2      7.0      0.1 
    10.6      1.9     10.0      4.4     60.3 
   120.9     33.2      8.6      2.3      3.0 
     3.5     34.7     38.5     84.1     72.9 
    36.7      9.4     23.3     17.0     12.8 
     0.6      0.2      4.8      6.0      1.2 
     3.0      9.7      3.1      3.5    183.1 
     0.9     35.0      0.1     31.0      7.8 
     4.5      1.4     74.9     55.1     27.7 
   127.0     27.8      1.9      2.0     17.8 
    12.8      4.8      6.2      0.2     39.8 
    42.3     56.6     30.4     84.8     79.4 
    65.3      0.2      0.7     29.9     12.1 
    12.2     10.5     28.2      0.5     30.3 
    68.2     84.1      9.1      0.9     20.1 
    31.5      1.6      0.3     22.5     48.2 
    11.5     17.9     44.7     69.6     56.9 
    28.1      5.0      2.7      3.9      6.8 
     1.1     16.5      8.7      2.6     65.6 
    38.3    226.2      1.0     24.8      0.9 
     0.8      4.4    133.4      5.5      2.4 
     9.6      9.0     12.5     19.7      3.9 
    39.2     17.6      3.7    110.9      1.9 
     0.2     40.4     53.4     25.8      3.8 
    25.2     26.1     15.2      1.8     44.6 
    26.8     79.8     33.0      4.0     37.1 
    32.3      2.2     19.4      1.7      1.3 
    14.2      0.4     40.2      7.9      1.6 
     2.7     14.3      2.8     89.1    110.5 
     6.4     48.3      3.3      7.2      2.5 
    85.4     10.6      7.9      2.1      1.0 
    20.0     13.2     77.8      2.0    155.1 
   125.4      2.9     10.3     84.8      6.5 
    77.0     15.6     77.2     69.3     18.8 
    24.7     22.7    232.6      2.8      0.1 
     9.1     25.8      0.6     70.4      1.4 
    32.5      7.6     11.5     15.9     16.0 
    41.3     87.3      3.1      9.5    159.1 
    42.0      0.4     86.9     78.8      7.0 
     8.0      3.9     67.2      1.1      0.8 
    96.3      2.5      0.4     27.9      6.1 
    63.2     76.0     36.0      4.0      9.0 
    37.0     25.6     28.6     18.1      3.5 
    16.9      0.5      0.9     19.0     73.6 
    11.1     58.9     86.3      2.1     15.5 
     2.5      0.8     49.9      5.0     16.0 
    27.6     22.4    151.5      7.8     22.8 
   110.1      2.7      1.3     19.9      3.4 
     3.2     16.6      6.6     73.7      1.2 
    27.8      1.3    105.0     94.1      3.8 
     0.4     36.2     14.1      2.0     38.3 
    50.3      0.9     63.3     35.9      1.5 
     3.8     56.8     32.2      0.5     12.9 
   131.7     32.7      5.0      1.6     15.3 
    77.4     46.5      7.1      2.3     85.6 
     8.3     73.7      1.6    127.0      0.1 
   109.9      1.8      5.5     32.3    101.7 
     0.3      3.6     21.0     23.0      8.5 
     3.0     35.8     12.0      7.8     46.1 
    19.6      0.4      0.8     39.4     20.4 
    59.1     18.0     16.0      5.4      4.4 
     9.2     30.7    118.7     29.5     43.8 
   100.1      1.9      1.5      0.8      6.1 
     2.1    138.6     13.4      2.4     10.6 
     8.5      3.8     83.5      2.8      0.2 
    11.9     14.2     60.7     16.2      1.3 
    34.1     12.6     46.2      1.9     63.5 
     3.6     23.5     74.1     70.1      6.1 
     4.1     36.1     16.8      0.5      5.5 
     0.4     88.2     14.4      8.3    126.8 
     0.5     20.2     18.6     17.1     55.0 
     5.7      5.3      0.6     19.3      5.2 
     7.1    110.6     41.7     28.2     48.6 
     6.8      2.7     67.2     32.5      3.7 
    45.8      4.1      7.5     71.7      4.2 
    18.6     10.3      0.5      4.4     22.8 
    21.0      2.6     16.3      2.1      5.8 
     1.2      5.9    141.7      6.7    187.2 
   160.8      1.4     21.4      3.7     19.2 
    11.0     13.8     28.6      9.0     52.2 
     1.8     94.2     16.2      8.6     15.6 
     0.1      7.2      0.5     39.0      2.1 
     1.2     15.5     62.0      9.9      3.2 
     4.6     10.7     16.4     10.3    115.1 
     3.7     61.9     41.0      2.1     27.5 
    98.2     52.2      9.2      7.9      3.4 
   122.8      3.8      2.0     53.3     48.5 
     3.5     40.0      5.9      6.0     16.2 
     3.6     64.9      5.8    197.4     10.6 
    57.9     13.9     20.5     28.5      3.2 
     9.2     14.6     26.4      4.3      9.9 
     9.2      4.1      9.5      2.2      6.0 
    13.8      4.8     46.9     48.2      5.6 
     0.9      7.8      4.2     28.3      0.3 
    57.6     83.6      0.8     55.9     44.2 
    81.9      6.5      1.6     27.7     23.5 
    31.8     56.1      1.0    227.5     66.1 
     3.6     72.2     64.4     10.4      5.8 
     7.1      1.2      9.6     45.7     46.7 
    16.8      0.4    233.2     72.5     16.5 
    55.7     11.1     10.0      1.0     19.2 
     0.5     11.7     14.1     15.3     68.5 
    60.7     54.0      7.1     13.6     22.1 
     0.3     16.1    134.1     36.3     32.9 
     5.8     17.4     29.9    138.9     36.4 
     1.4      2.9     28.0      5.0      5.4 
    55.2      1.6      0.7      6.1     19.8 
     3.1     17.4      4.0      1.4    179.1 
     4.8     35.4     13.9      7.5     35.6 
     4.0     15.0     10.1      9.8      2.2 
    25.9      0.7      4.2      0.2     58.4 
    14.8     26.6      4.3     24.5     10.7 
   161.4    118.9      5.4      5.7     51.5 
    51.5     54.6      0.2      0.4      1.0 
    23.0     68.7     33.9     30.6     53.0 
   216.6      1.7     38.1      1.9     12.4 
     1.7     24.9      6.4      4.1     17.4 
   135.2      0.1     15.9      2.0     40.3 
     0.6    187.2     34.2     54.1      5.2 
   189.3     49.9      0.7      2.5     13.2 
     2.5     19.5    352.4     26.2     20.5 
    46.5     29.0     20.8     11.6     10.4 
     7.1     53.2      0.2      6.0     17.9 
    18.5      1.7     24.2     13.2     91.6 
    33.7      0.5      2.5     93.0     79.0 
    32.9     40.1     51.6     64.4      0.8 
     6.5    149.7      8.6      2.2     15.2 
     9.0      1.5     11.6     28.0     20.0 
     0.5     19.2      7.7     19.7     85.6 
     0.7     22.7     24.3     11.0     20.4 
     6.2     17.6     33.1     10.5      8.9 
     0.7      5.9     32.1     25.0     23.1 
     0.2     10.5     17.7     56.4     37.6 
    48.5     22.7      1.7     81.7      2.6 
     2.0      8.8      6.3     20.2     12.1 
     1.1      0.5      8.5      4.9     27.3 
    42.6     29.9     21.5    109.2      9.6 
     0.7      7.6      6.4     19.4     31.9 
    17.3      8.3     47.0      4.1     49.9 
    12.3     15.8     89.5      5.3     20.7 
     7.9      7.3     27.0    112.9     57.6 
     3.0      4.2     49.9     71.0      2.5 
    29.9     11.5      2.3     56.5     14.0 
    26.3     16.7     12.9      5.8     13.0 
    12.4     70.1     84.2     28.6      7.6 
     2.0     85.5     23.0     69.4      0.9 
    31.9      1.4      6.9    109.1     13.3 
     2.2     49.3     34.7     19.0      2.1 
     9.3      4.8      4.5     39.4     37.8 
   225.1     72.6      9.8      0.5      0.3 
    35.4      1.0     11.3      1.6     21.8 
   182.1    116.9      1.6     14.4     12.0 
     2.6     97.2     37.4      1.4     18.5 
    11.2    107.6     84.2      6.6     12.5 
    49.8    105.7      0.6      7.3      3.1 
    11.5     38.0     22.4      9.6     14.5 
     0.4     15.2      4.0     30.4     33.3 
     1.3      0.1    156.6      0.8      1.6 
     0.5     25.9     43.2      0.5     19.8 
    69.0      1.0      0.7      2.4     56.8 
     9.7      1.9      0.9     45.6     21.4 
     1.6      2.1     37.1     39.1    180.3 
    22.2     27.8      2.7     43.2     25.7 
     4.5     76.5      9.9      0.6     46.5 
     6.3      8.6    101.8      0.5     11.4 
     5.0      8.7      5.2      0.6     15.6 
    31.1      2.1     12.7      0.3      7.6 
     6.2     14.1     40.0     37.0     21.3 
     0.5     21.4      1.9      0.9      8.5 
    19.9      9.4     20.6      3.8      8.5 
    38.7     14.2     21.2      6.0     10.8 
     9.7      3.2      8.5      6.1     22.2 
    21.0     45.6      2.0      4.4     28.4 
    15.0      0.4      0.6      0.5      7.5 
     7.2      8.8     10.2     17.3      1.6 
    28.6      3.6      1.0      1.1     11.7 
     1.3     21.6     26.8    267.8      0.1 
     8.3      1.9     93.9     77.2      7.3 
     6.2      5.5      6.1      1.6     32.3 
    34.1     73.4     33.9     78.0      5.5 
     2.3      4.4     21.2     52.8      5.1 
    23.1     13.4     74.0      2.0     28.4 
    38.9     84.9      1.7     58.1      1.4 
     2.3      5.3     32.3     27.3      1.3 
     0.6     77.4     67.2     35.4    168.5 
    77.1      6.8     13.9     39.5      7.9 
    11.2     25.3     22.7    201.4      0.4 
    65.2     21.1    118.8      2.2      0.4 
     4.0     54.2      2.4     15.5      5.2 
    10.6     13.7     76.3     32.0      6.6 
   212.4     10.3      1.7     10.1      0.6 
    15.0      3.5     14.8      3.0      2.3 
   104.9      3.5     33.0      9.7     21.1 
    46.2      1.2    132.4     42.6     22.3 
    66.5      3.1      2.9      0.6      3.1 
     3.1      2.1     23.8     73.0     52.1 
     3.6     80.3      4.2     17.6      0.6 
    54.2     11.8      9.4    141.9      4.2 
    15.1     56.0      2.9     45.9     43.8 
     1.0     61.2      0.5      3.2     87.8 
     0.7     21.0      1.9     43.2      6.4 
     0.7      9.8     38.4     28.8      1.2 
     8.8     32.3      0.7      4.6     16.5 
     2.3      3.0      3.2     61.8      1.7 
     8.2     26.7      3.9    157.0     11.1 
     7.8      9.0      2.7     13.8     13.6 
     4.3     29.4     12.1      2.2     28.1 
     2.2      6.2    103.2      0.6     47.6 
     1.2      9.0     34.2     32.8     51.4 
     1.7     55.5     14.4      0.2      2.8 
     0.5      4.2     38.2      1.4     24.2 
     0.3      2.6     32.7      5.9     83.4 
    28.4      5.1      1.2     21.0    166.6 
    82.1     15.1      7.9      3.0      2.7 
     1.7     19.1     65.5     11.8      1.0 
     4.9      6.1     65.7     97.9     78.6 
     4.2     24.5      1.0     30.7      2.5 
    11.3      8.5      0.2     43.2      1.8 
    35.8     60.7     22.2     13.3     53.6 
     2.4      6.7     25.3      3.0     11.8 
     5.9      3.2     36.4      2.4     78.0 
     2.5     78.4      6.5      3.3      3.2 
    16.9      0.9    131.5    103.8      0.7 
   151.0    117.6     84.7     12.9     12.2 
     8.1      7.6     14.8     14.8      4.1 
    34.4    247.7      4.5     44.5    128.1 
    83.1     22.0      3.6      4.3      0.6 
    11.8      0.2     40.0      2.8     29.6 
     1.1      1.3      2.6     41.0     64.0 
    33.2      3.1    103.1      1.0     99.7 
     1.4     39.5      9.5     11.5      9.6 
     1.3    107.4     21.4     46.5     87.2 
     1.2      9.2     54.2     35.8     55.5 
     0.1     10.6     32.8     24.5     52.1 
    26.2      2.8     86.9     72.0      0.3 
    15.7      0.3     61.3     10.7     37.1 
     6.2     50.3     16.0      0.6     47.5 
    38.7     89.7      1.9     52.5      1.9 
     2.7     34.1     26.9      7.4     62.6 
    11.9     25.7      4.0      3.2     32.1 
    44.2     25.5     32.5     45.0      3.8 
    17.0     85.8      9.1     81.3      4.9 
     5.9      2.6     39.8      0.5    119.6 
    67.3     15.7     80.2      0.3      4.3 
     6.8      7.6     10.4      3.1      2.0 
    27.0      1.1     26.9      2.1    152.4 
     3.7     56.6     20.4     48.9      2.3 
    55.5      1.6      4.0     10.8    255.3 
    27.6     79.0    172.4     27.9     20.8 
     8.2      1.0     41.9     14.5     17.9 
    34.0      4.0      1.8     11.2     35.3 
     8.9    118.8     16.1    231.6      3.8 
     7.7     25.3      3.5     75.4      4.6 
    36.9     23.0      5.3     34.4      4.1 
     1.2     33.7      5.7     69.7     48.1 
    27.1      3.9     72.5      8.6      1.2 
     0.4      2.1      1.1      0.7      0.3 
     8.7      2.8      6.6     39.3     15.8 
     0.3      5.0     14.1     43.5     70.6 
    45.8      3.6     50.3     23.8      4.1 
    15.7     11.7     10.5      3.1      7.9 
    38.5      4.7     19.0     46.9      1.0 
    23.4     13.8      1.6     43.7     92.7 
   158.3     39.9     19.7     48.2     13.8 
   143.5     19.2      3.3      3.2     10.6 
    60.1      8.8      6.4     17.7      6.9 
    41.0      2.1      3.8     66.1      9.6 
   101.1      5.2     40.3      0.4      7.2 
     2.8      0.7     30.1     40.2      1.1 
    36.5      1.7      2.6     27.8     15.6 
    95.0     51.0     43.7     26.1      0.1 
     3.2     49.3      0.3    111.2      2.5 
    43.3     15.0     86.3     23.9      2.7 
   105.8     65.6     79.3     18.7     19.8 
    42.5      0.2     34.7      1.5      7.3 
     5.5     10.7      5.3     16.0      2.4 
    24.6      0.3      3.9      0.4      7.3 
    11.4     26.3     11.9      2.8     32.9 
     0.6    211.8      3.5      3.5     44.7 
    14.4     15.6     16.9      0.5     13.6 
    12.5     75.8     93.0      0.8      8.4 
    34.5      3.0      1.0     67.7     76.7 
    12.6      8.0      1.3      0.3     23.6 
   153.0      4.1     28.9     10.8     19.4 
    23.3      3.0      6.6      0.8    128.2 
     2.6      0.6      5.8      2.7     19.8 
    20.8     67.5     76.5    241.1     27.7 
    18.3     26.1     19.9     19.7      7.2 
     0.5     37.4     30.1      0.8     64.9 
    12.4     18.4      3.6     26.3     39.2 
     5.8     26.0     11.2      1.8     26.5 
     3.2     34.4     94.5      5.9    118.6 
     1.0     12.6      1.6    130.8      0.4 
    51.5      1.0     24.3    181.3     25.0 
    41.0      4.3      0.4     90.2     16.2 
    74.8      0.3      0.8     18.3      5.4 
    99.4      2.9     40.9      2.6     47.9 
    29.3      0.5    127.7    115.5      7.7 
     4.8     88.6     14.7     65.9      9.2 
    80.9     24.7     12.6      1.0     20.7 
    23.6     39.5     12.1      5.7     50.3 
     6.4     67.9     61.4     74.0      3.4 
   130.2      1.5      7.6     22.8     26.2 
   138.0     51.1     31.0     13.2     40.1 
     3.4     39.0      1.6      6.4     97.4 
    28.9     21.3      2.7     55.5     11.5 
    32.7      8.9      4.0      4.6      6.0 
     6.6      6.9     10.8      2.1     92.7 
    13.8      0.9     21.9      0.7      5.4 
