
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
    27.7     28.7     37.3     16.3     24.6 
     8.9      4.7      6.1     20.6      0.8 
    52.2      4.0     10.7      7.6     14.6 
     0.2     19.9     51.7     32.1     13.0 
     4.6      3.3     27.9      1.9      3.0 
     7.3     19.4     32.1      2.2      6.2 
     7.5      0.9     36.8      2.7      1.2 
    25.3     17.9      8.5      0.8     24.3 
     9.2     25.9     15.4      6.4     41.1 
    12.3     39.0      1.2      0.7      5.5 
     1.0     11.7     19.5      2.7     12.4 
     1.8      0.2      4.8     10.8      3.5 
     6.2     51.9      5.4      3.4     34.2 
     0.7      5.7      7.7     13.4      1.0 
    18.4      1.1     26.3      0.0     10.4 
     1.9     24.9     27.9     11.2      0.1 
    27.5      6.5     88.7      4.0     12.1 
     0.5      5.9      1.2      1.0      0.6 
    79.1      3.4      0.1      9.9     16.0 
     2.7     11.9     52.5      0.1     29.1 
    42.1     12.5      1.0      1.1     35.2 
    30.5     11.5      4.7      6.4     12.9 
     0.2      0.4     16.0      1.1      0.5 
    45.6     33.9      4.0      7.1     26.7 
     1.9     14.7      1.1      0.6      7.8 
     0.7     14.9     87.2      0.4      3.9 
    57.5      0.1      3.6      9.5     26.0 
     6.3      0.1     13.6    149.1     67.1 
    17.8     12.3      9.3      3.2     13.8 
    12.4      0.1      5.9     25.3     14.2 
     1.1     31.5     19.1      8.4      5.1 
    42.3     51.7      1.1     27.1      0.4 
     7.3      1.2      0.6      3.6     17.9 
     0.8     17.6      2.5      9.2      1.5 
     0.7      1.1     11.8      0.8      0.1 
     7.9     11.4      4.1      2.4     52.0 
     5.5      1.9      7.0     41.2      9.0 
     0.3      0.7      3.8     21.9      0.1 
    23.4     42.9      0.5     33.8     31.9 
     0.7     23.1     16.8      8.5     86.5 
     1.0     61.4      0.0    139.5      4.8 
    10.3     54.2     65.2      0.1      0.6 
     6.2      3.4      3.6      4.8      1.2 
     0.4      1.7     19.7     18.7      0.7 
     5.8      1.9      1.9      3.8     13.6 
    24.9     20.9      9.3      1.8     11.0 
    42.7      8.6      1.9      1.1      0.6 
     0.1      0.1     16.0      2.0     58.2 
    30.5    111.0      1.5      0.6      2.7 
     6.1      0.9     17.6     14.3     23.8 
     0.5     30.5     11.8      0.4      0.4 
    26.7      5.5     55.8      4.2      2.7 
    79.0     18.0      3.1      0.1     16.1 
     0.9      7.3     21.7      8.2     14.7 
     9.1      0.8      5.5      0.0      7.1 
    41.6     58.3     27.3      1.2     15.7 
    17.4      0.4      3.0      0.6      7.5 
    79.8      1.7      0.3     33.4      3.4 
    82.5      1.5     24.7     43.0     12.4 
     2.8      0.6     12.2      6.2      3.7 
     5.6     37.2     10.8     20.4     19.2 
     3.7     14.1     13.6      8.2     11.2 
     5.3      3.5      7.1     16.6      4.4 
     2.1     35.5      7.4     22.3      1.0 
     6.7     42.6      2.7     37.8      7.6 
     3.5      3.0      3.4      3.7     11.9 
     4.4      8.5      1.2      3.3     20.4 
     0.3      0.2     38.7      2.7      2.7 
    17.5      0.6      0.7     38.3      2.6 
     1.9     23.1    127.3     11.0     23.9 
     2.3     13.2      2.5      6.5     22.9 
     4.7      0.4     24.8     50.1      8.1 
     6.9     18.4     21.8     45.7      7.7 
     2.0      1.2     40.0      2.0      3.3 
   113.8      3.3      7.5     68.8     35.8 
     2.5      1.1      3.7     44.5      0.5 
    59.2      1.9     16.8      3.7     10.8 
     9.0     15.5     19.4     24.0     12.0 
    10.5      3.3      1.2      0.1     69.8 
    42.9      3.1      1.7      5.8      3.4 
     0.3     67.8     29.7     38.0      8.6 
     0.4      0.7      2.1     28.0      1.3 
    16.9      1.9      1.3     17.4     82.1 
    43.0     15.9      5.2      3.5      0.4 
     2.2    109.8     35.2      0.9      0.7 
     4.0     17.7      1.4      0.6      0.9 
    48.2     24.8     10.0      6.5     32.6 
     4.4      0.7      2.3      4.0      0.2 
     3.4     63.7     15.1      5.9      3.6 
     4.6      8.6      3.9     37.2      0.2 
     1.8      1.2      0.6      0.1      1.5 
    23.8     37.6     19.6      5.4      0.9 
     8.7     10.2      4.5      4.5     25.7 
    13.9     20.7     26.7     74.9      6.4 
    15.2      2.6     35.3     62.0     14.5 
    12.4      6.6      0.3      0.8     41.0 
     5.5      3.8      8.7      9.3      5.1 
     7.0      8.4     43.6      1.1      0.6 
     1.1      7.7     63.6     22.9     22.1 
     9.6     45.4      2.8      1.8      5.3 
     4.9      0.1     16.6      8.4     35.9 
    36.4     71.4      4.5      3.0      3.5 
     8.2      2.0     13.5     28.2     26.2 
    19.9      2.1      0.4      3.6     11.6 
    20.3      3.7      3.8      1.9     52.2 
     8.9     11.3      3.1      7.5     20.4 
    14.1     11.9     27.4     73.8      1.6 
     2.8      1.3      5.2      1.8      0.2 
    55.4     56.5      8.2     16.3      1.4 
     1.2      0.4     53.8      2.5      4.4 
     0.0      8.1     41.7     29.3     40.8 
     0.9      5.4     69.9     14.2     32.2 
     5.0      0.7     14.3     13.0     14.5 
    60.3      1.0      4.6     25.1      3.3 
    11.7      6.2      5.9     16.4      2.1 
     3.3      6.4      1.1     20.8      4.2 
    56.7      1.0     14.0      2.5      0.3 
     3.9      0.2     14.8      2.6      3.8 
    68.2      0.6      1.7      0.6     14.6 
    15.2      9.5      2.2     19.9      5.1 
    10.7     18.5      4.6      6.2     98.1 
    23.2     19.6     11.6      4.6      6.1 
     0.5      1.7    159.9      3.8      9.1 
    27.0      0.4     41.6      6.8     26.1 
     5.9      5.1     53.4      4.1      0.4 
     1.5     25.2      0.1     33.9      2.6 
    34.9      2.6     13.3      0.3      4.6 
     4.9      9.6      0.1     65.2      2.0 
     7.5     26.3     35.8     39.0      3.5 
    67.6      5.2      0.4      0.7      7.7 
     2.1     34.5      2.4     70.6      2.2 
    19.2      3.5     50.4      3.1     52.3 
    62.1      5.8     22.5     10.2      1.0 
    75.6      6.3     58.9     18.4      2.3 
     2.3    126.3     18.1      0.8      7.6 
     6.8      3.4     14.5     21.5     18.4 
     1.0     59.9     19.6     31.2      3.0 
     2.1     15.2     23.8     62.9      1.6 
     3.4      6.1     26.2      7.9     10.8 
    71.5     16.7      1.4      7.2      3.1 
    18.6     24.5      0.6     42.3      0.2 
    80.3      5.0      1.6      0.9      1.4 
     1.9     96.3      7.1      0.4      1.8 
     2.5      1.9      5.5     17.9     19.3 
     5.6      1.6      9.0      0.4      1.7 
     0.3     36.6     13.3      5.3     34.9 
    41.6     12.7     15.6      0.4     22.3 
     6.3      2.8      2.3      5.4      3.0 
     4.8     64.0     28.8      2.8      5.4 
    12.5      1.4      2.8      2.3     35.4 
     1.0      0.4      3.6     60.9      0.2 
     1.1     14.3      2.2      1.6     22.3 
     0.3    121.6      8.2      8.8     65.8 
    10.2     11.0     29.5      0.1      9.6 
    10.0      3.4      9.1      2.1      8.2 
    11.1      2.7      0.2      3.2     10.7 
    35.4     15.6     29.9     33.8      1.4 
     8.5      0.6      5.6      8.3     15.8 
    22.6      7.5      2.8     20.4     13.5 
    69.0      5.4     12.1     56.3     10.9 
     4.3      0.1      0.8     40.1      8.6 
    98.4      2.9      4.3     14.7     31.1 
    52.0      1.1      7.8     16.1      3.7 
     1.7      0.7      0.6     26.1      6.5 
     8.2      4.2      7.9      6.8     14.3 
     1.0     32.8      0.7      2.1      2.6 
     4.2      6.4     18.6      7.9     18.9 
    39.6     19.6     25.0      3.5      0.5 
    18.1      2.0      2.6      5.6      1.4 
     1.8      4.4      1.7      6.5      1.1 
     0.1      0.9      3.2      5.2     20.8 
     5.2      9.9      0.4      2.9      2.1 
     3.5      0.2     23.5     18.4     22.7 
     3.5     16.0     16.2      5.9      1.2 
     0.0     25.8     24.1     66.4     22.6 
   120.9      9.8      3.4      0.3      0.4 
    23.5     10.9     38.1     10.5      5.7 
     3.4     13.6      4.1      2.8      4.8 
    10.9      0.2      3.3      0.6     18.6 
    11.1      0.1      0.8      5.8      2.2 
     7.7      6.2      5.7      3.5      4.6 
     0.7      0.1      2.3      1.8      2.8 
     0.1     16.0      1.3     40.6      0.1 
     6.6      0.5      6.7      1.1      7.3 
     6.3     20.4     11.0      8.8      0.1 
     6.1      4.0      1.6     20.8     37.6 
    13.6     17.9      1.2      0.1      2.7 
     2.2      1.0      0.5     23.4     26.2 
    30.6     37.8      0.9      1.4      8.3 
     2.0      5.9     11.0     37.4      1.5 
    25.5     19.3    103.3      4.9     53.7 
     2.5      0.6     21.0     25.2      1.6 
     4.0     10.9      1.3      0.3     22.7 
     2.9     72.3      0.2      5.2      1.1 
     2.0      0.8      0.3     25.6     60.7 
     3.7     23.7      2.7      1.8     25.0 
     3.3      1.1     13.5      1.8     45.8 
     2.8      0.3     12.3     17.6     60.6 
    10.9      0.2      7.2      0.8      8.3 
    25.2      7.8      0.1      8.6      7.0 
     1.9     29.3     82.1      4.1      1.1 
    21.0      0.4      2.4      6.6      1.5 
    43.8      0.4     65.9      4.2      1.3 
    57.9      4.8      3.8     31.2     13.2 
     8.3     11.9      4.2     52.2     20.4 
     0.6      0.3     25.8     24.2      5.2 
     1.1     12.5      2.4      2.4     31.4 
    53.9     15.3     17.4      0.2      2.2 
    16.2     19.0      0.7     10.6     27.2 
     7.7      7.8      0.7     52.4      0.9 
     4.9     17.2     20.1     47.4      8.5 
     1.3     21.7      6.6     40.2      3.1 
     0.6      7.7      3.8     25.0      1.7 
     0.2      5.4      0.2      3.3     12.8 
     0.6      0.6     10.7     13.2      6.0 
    15.9      8.8      1.5      5.7     14.7 
    29.6      2.1     11.0      0.6      8.9 
     8.2      1.0      1.3      2.3      9.3 
     2.8      1.4      0.7      0.4      3.2 
     0.7      0.1     15.5      5.3      2.0 
    43.2      0.2      6.2      6.5      3.0 
     1.8      8.4      5.0     10.9     10.3 
    15.0     12.9      8.4      6.4     21.9 
    26.7      2.2      1.0      1.5     12.6 
     1.4      8.0      2.5      1.8     22.5 
     0.8      1.5      0.3      1.3     65.1 
    12.3     15.7      2.0      6.8     22.3 
    32.1      0.1      2.2      5.4     10.0 
     1.5      2.1     19.0     13.5      4.6 
    13.5      3.7     12.5      1.4      2.4 
     2.8     12.1      7.1     28.5      1.5 
     0.9     24.3      9.2      1.1      1.3 
     7.8      6.0      7.3      1.1      6.7 
     1.2     23.9      9.8      1.4      0.5 
    31.7      0.7     13.5     13.9     17.7 
     4.1     56.0      4.6      1.3     25.8 
    67.2      1.1      0.7      6.1     16.9 
    14.0     16.0     22.5      6.7      3.2 
     2.4      0.9      0.1      6.9     10.3 
     1.3     17.8      1.3      8.5     12.3 
     1.7      1.6      2.6     22.0     19.8 
     6.1     26.8     28.9      7.3      1.2 
     3.8     56.6     13.7      6.4     14.6 
     1.1      0.6     11.7      1.3      0.5 
     4.6      3.5     32.6     26.4      1.3 
     2.6      0.4      0.2      0.4      9.3 
    17.5      5.3      1.6      7.1     11.9 
     1.5      0.4      3.5      2.7      1.0 
    37.8     13.6     28.6      2.7      0.9 
     9.5      8.6     22.8     11.8      0.4 
     0.3     58.4     36.2      1.2     17.2 
    10.0     23.6      2.1      5.6      0.8 
    23.7     37.0    111.0      5.5      4.3 
     5.3      2.6     28.0      1.4     29.7 
    19.2     59.1     24.2     20.7      7.0 
     0.8      1.5     97.9     23.8      2.2 
    97.7     16.6      1.8      1.1      2.0 
     0.6     14.6     14.6      2.8     19.0 
    32.0     13.4     18.4     18.6     35.4 
    16.9      5.8     51.6      3.2      9.3 
    52.0      1.6      2.0      2.4      8.1 
     1.7      0.3     39.0      8.5      0.8 
     4.0      0.1     22.0    194.2      4.6 
     2.8      1.2      8.5     32.8     10.1 
     9.5     17.8      4.2     22.0      4.2 
     5.4      1.2     22.9     16.5     23.3 
     3.2      1.3     45.4      0.3      7.1 
     0.4      2.7      1.9      7.4      7.7 
     7.3      1.7    147.1      1.0     22.3 
     6.4      8.7      1.6      2.0      7.3 
     1.9     10.4      1.4    148.9     22.9 
     0.2      4.1      1.8     34.0      8.3 
    35.4      4.1     20.0      0.2      1.8 
    25.9     13.8     13.5      1.0      3.5 
     3.7      3.6     17.0      0.3     79.6 
     3.7     16.6      8.4      1.4     17.9 
    17.7      0.1     57.9      0.6      7.8 
    16.8      5.2      9.4      8.7     14.9 
     1.0      5.0      4.6      0.4     60.0 
     1.1     59.4     42.2     18.3     70.4 
     3.4      0.4      3.7      1.1     14.6 
     3.7      4.7      8.4      0.1     10.1 
     1.2      7.8      3.8     19.8      2.4 
     3.0      3.0      8.3     10.7      1.6 
     3.7     60.2     11.8      7.8      7.2 
     9.8      2.5    105.0      3.6      1.0 
    36.1      2.0     16.4     23.1      1.5 
    30.8     10.9      5.3      2.9      0.2 
     1.5      6.0      1.4      4.3      6.8 
    72.0      6.3      4.9      1.8     39.5 
     5.2      5.1     81.9      0.0      2.1 
     3.8     10.1      0.5     23.2      1.5 
     5.6      6.0     15.9      3.2      2.2 
     5.6      3.3      2.4      5.9     15.4 
    56.0     10.6     15.0     54.9      0.8 
     3.0     30.6     12.0      3.8      0.2 
    13.1      9.9     38.7      6.5      0.4 
    52.2      2.0     93.5     10.3     60.5 
     3.1     21.9     10.3      1.0     11.0 
     0.8     31.2     21.5      7.6      1.0 
     0.2      1.4      1.9      0.2      0.3 
     1.4      2.4      0.9     16.1      3.3 
     9.4     12.8      1.5      4.2      1.0 
    40.0      8.0      2.2     28.5      2.5 
     1.0     18.5      2.3      7.3     11.1 
     4.2      1.1      0.2     26.5      0.3 
     2.5      4.6      0.9     74.9     19.9 
    17.9     13.4     25.4      0.4     50.3 
    15.6     19.4      6.0     26.4      0.1 
    74.6     83.5      2.8     36.7      7.0 
    25.9      1.0      5.7      1.3      0.8 
    37.1      0.1      0.3     16.8     13.8 
     7.7      0.1      1.2      3.5     12.5 
     5.9      1.6     78.3      0.1     23.4 
    21.9      5.7      1.3      2.0      3.6 
    25.1     13.1      5.2      1.0      1.3 
     3.1      9.6      6.7     24.3     37.2 
     0.1     22.8     86.1      4.3      1.6 
    54.2      5.0     21.0      7.3     13.9 
    26.7      9.8      0.3     23.5      9.5 
    33.6    128.0      5.0     41.5      0.2 
    37.2      4.3      1.3     12.2      6.1 
     3.9      2.2      4.9      6.1      4.5 
     8.9      3.7     82.7     20.0     80.3 
     0.3      1.1     55.2      1.7      0.2 
    10.2      0.7      2.6      0.5    141.0 
     0.2      2.7      2.4      2.2      9.9 
    42.5     25.3     52.0      4.2      9.8 
     0.7      0.5     20.0      1.6     14.6 
     6.2     14.9     23.4     18.5     10.8 
     0.3     20.8     46.1      2.0      0.3 
     0.4     13.1      0.4     12.5     21.0 
     0.3     41.1      0.4      4.0      4.0 
    13.9      1.0     10.2      7.1      3.0 
     1.4     13.7      4.5      1.6      2.0 
    12.1      1.3      3.5     16.7     14.5 
    18.4      1.2      1.4      1.8     31.2 
     3.0      7.8     45.2      4.3      2.3 
     9.9      0.1      5.4      4.0      8.1 
    66.6      1.8      0.2      8.6      7.9 
    66.8     46.3      0.5     56.2      6.2 
    22.3     46.5     29.4     28.6      1.4 
     1.3      0.1      9.2      3.2      0.1 
     1.0      2.0     24.7     43.5     18.5 
     6.3      6.1      0.3     89.5      1.1 
     7.6     18.5      3.4      1.3     29.6 
     0.9     88.9     39.6      4.1     24.7 
    18.0     12.2     58.7      8.6      2.6 
     4.3     16.4      2.2     41.9      2.1 
     3.6     14.8      0.3      0.2     59.5 
     1.3     10.4      9.2     88.5     42.8 
    56.3     13.9      5.4      0.7      0.3 
   100.1     24.3     19.0      1.4     11.4 
    75.1     19.8     14.7     24.1      2.7 
     0.3      6.0      0.3      0.7     19.5 
    26.1      9.8     23.6     64.9     48.3 
     1.8     12.0     61.9      0.5      1.7 
     7.7     21.3      1.7      0.7      0.7 
    16.3      3.1     34.0     33.7      2.1 
     8.4      1.2      0.7     14.2      0.1 
    19.5     12.8     20.4      8.3      4.5 
     3.7      7.5     50.4      0.4     17.0 
     3.9      2.8      3.9      1.6     19.6 
     1.6      0.5      0.2      1.3     72.3 
     1.9     17.7     18.1      1.9      2.7 
     3.1     12.1     37.9      1.7     30.1 
     1.5     31.1     56.8      5.7      7.6 
     1.7      8.0      2.2     22.5      1.9 
     2.2      3.0      0.3     81.0      4.0 
     0.5     33.0      5.6      3.3     40.2 
    22.7     88.3      0.9      7.8      0.1 
     4.1      4.2     19.2      0.6      9.0 
    27.3      7.4     24.7      1.2      7.3 
     6.6      8.9      1.2     16.1      5.0 
     0.6     31.7     37.5     54.1     15.0 
     1.7      4.3      2.8      7.0      3.6 
     6.9      1.4     35.2      9.7      3.6 
    49.3      2.0      3.4      7.3     11.2 
   139.1     10.0      6.9      0.5      5.2 
     1.5      1.1      0.2      0.9      5.0 
     2.0     16.7     72.1      1.2      0.1 
     1.9     42.1     10.5      1.9      0.7 
     0.5     18.4      8.4      3.9      2.8 
     0.9     45.7      1.6      2.7     29.6 
    41.2      1.2      0.9      6.5     50.2 
     1.9      0.1     11.5      3.6     34.6 
     2.4     30.5     25.8     30.4      3.4 
     1.3     54.1      8.0     85.1     54.8 
     0.9      4.7     10.1      3.7      8.1 
     1.4      4.9      4.9     20.4      9.6 
     7.6     12.2     10.0     18.5     41.0 
    12.3     15.1      7.9      7.9      0.6 
    22.4      0.4     17.5     13.7     10.5 
    14.9     58.0      4.0     19.3      5.6 
     0.1     81.0     22.2     22.0     14.9 
     5.3      0.3      1.9      8.9      0.9 
    13.5     13.5      1.2     12.0     76.7 
     1.3     63.2     27.6     35.8     12.4 
    10.5     59.7      5.0     15.5      7.7 
    24.4      8.5      1.2      2.8      2.5 
     3.2      4.9      3.5      3.7     36.8 
     4.4      5.6     20.6     72.3     43.3 
     4.3     12.8      9.5     37.3     16.0 
    61.1     45.2      2.3      0.1      3.3 
     0.7     13.3      8.3     33.3      6.8 
     8.8      3.4     16.8      6.8     10.5 
    48.7      5.6     11.5     24.2      8.7 
     2.2      4.2      2.1     28.6      5.1 
     4.5     64.6      0.5      2.7    100.1 
    69.3      0.2      5.7      3.8      7.6 
     3.2      5.3      2.9     15.5     35.3 
     4.6     13.0      7.8      2.8      0.5 
     3.7     15.9     62.0     70.3      0.5 
    49.1     78.1     14.5     25.9     32.9 
     2.7      0.6      8.7     17.3     35.5 
    56.2     16.4     26.3     13.0     39.4 
     0.6     28.8      3.0      1.7     29.5 
    23.4      5.7      7.6      2.7      0.1 
    77.0     49.4      9.4     96.2     12.6 
     1.4      0.6     61.6     60.7     18.3 
    19.2     15.3     36.6     20.8      3.5 
    21.7      6.9     14.0      1.6     58.9 
    26.8      1.8     53.6     16.3     59.5 
     3.2     44.7      0.6     16.2     21.9 
    14.8      1.1      1.1     11.7      2.8 
    30.4     49.7     25.7      4.4     16.6 
    58.9      8.0      0.4      5.2     25.7 
     0.6     14.3      3.1      0.4      4.8 
     2.0     13.4      6.2      9.7      0.6 
    63.7     39.8     18.5      6.0      7.8 
     1.6      0.3      0.3     72.0    119.0 
     8.6     31.3      1.3     27.9      3.8 
     7.8      0.8      2.5     17.7     19.3 
     7.4      9.7      0.4      5.2     41.4 
     1.5      5.8     22.9      2.6     14.8 
    32.1      0.7      1.5      8.5     11.4 
     6.6      0.5      9.0     22.9      1.6 
    48.2     35.9      5.0      4.7      0.6 
     2.4      5.8      0.5      2.1     25.4 
     0.8      2.6     17.8     29.6      1.3 
    49.7    185.6     11.1     29.4     13.0 
     0.8     81.9      2.7     10.2      7.4 
     2.7      1.3      3.7     41.9      4.2 
     6.9     24.6      0.2      0.6     18.4 
     1.0     26.9      9.3      1.0     36.0 
     5.2      3.6      4.2     17.4     11.4 
    42.0     18.4     22.0      3.2     43.9 
     7.3      0.5      3.5     23.7      6.6 
     0.1      0.4     42.5     16.5     57.8 
    20.9      0.1     54.8     16.9      5.7 
     2.7     18.8      1.6     19.3     11.4 
    16.2      3.6      3.4     31.3      0.7 
     7.7      0.0     18.7      1.1     26.0 
     0.3     10.8      3.2      7.5     14.3 
    34.3      8.8     36.7      8.6     15.7 
    20.2     10.3     30.8      1.3      1.3 
    57.3     21.7      7.7      5.2     10.2 
    10.5      8.6     18.2      2.1      0.9 
     2.0     10.2      4.5      2.0     46.7 
     9.2      1.0     21.7     27.0      2.3 
    49.7      2.9      3.3      2.8     45.3 
    20.5     44.3      0.8     39.3      0.9 
    10.5      3.9      3.0     51.4     26.2 
    33.0      8.7     10.9     23.3     37.1 
     0.2     34.0      0.4    176.9      4.6 
     1.4      6.5      6.7      5.0      0.2 
    41.5      2.7     18.3     23.7      0.2 
    10.2      2.2     20.0      3.1     27.8 
    23.0      6.6     25.1      3.8      9.3 
     1.3     45.0      0.7      1.5     26.4 
     6.3      0.7      0.3      5.9      7.3 
     0.2      2.5      4.2      5.1      3.2 
     0.6     18.1      4.0      0.1     13.9 
    68.7     12.2      4.8     28.1      0.6 
    11.4     18.0     36.5      9.7     11.9 
    49.3     13.9      2.2      8.8     15.7 
     8.4      5.9     65.8     57.3      8.1 
     1.0      1.2      0.7     13.5     12.4 
     0.0     14.1    103.5      0.3     19.8 
     0.7     49.9      0.2      4.1     16.0 
     9.2     12.3     12.9      0.5      2.8 
     0.3      1.0     13.4      2.1     37.0 
    75.5      1.0      0.2      0.4      7.3 
     5.0     14.5     31.5      0.7      4.2 
    12.0      0.3      0.8      8.5     10.8 
     1.5     16.3      0.9     47.4      1.0 
    32.1      5.1      8.7     19.4      0.2 
   130.3      7.1      0.2     18.1     93.9 
     3.4      1.2     29.1     16.1      7.4 
    21.7      1.7      1.5     30.2     57.0 
     4.3      5.8      5.9      4.5      0.4 
     8.6      0.6     12.1    171.6     23.9 
     5.1      4.7      3.6      2.8      2.2 
    27.0      2.3     15.4     96.1     13.0 
    23.0      1.4      1.1     36.0     22.8 
    15.7     16.8      5.6      0.5      3.3 
    36.0    114.4     10.1      0.2      9.5 
     2.5      2.9      0.2     18.3     34.2 
     4.4      0.5     65.3     19.3      4.6 
     4.3      0.3      1.3     10.0     18.8 
    81.5      0.3      9.9      9.3      4.1 
     1.9      1.4     67.3     39.1      0.3 
     1.0      8.3     12.5      0.3     23.9 
     3.1     23.0      2.4      6.6      1.8 
     7.1      0.9      2.0     37.0     10.2 
     1.9      0.3     52.3      2.2      0.2 
     6.4      4.2      3.9     19.7     24.0 
    19.2      0.7      8.3     62.7      1.5 
    77.7      7.3      3.3     14.8      3.0 
    29.0      6.0     21.5     11.6      0.2 
     2.8     10.5      0.5      0.1     44.7 
    42.0     32.4     39.8      3.5     32.4 
     4.5     17.9      2.3      1.7     14.6 
     7.6      8.0     36.7      7.7     34.5 
     1.2     57.7     14.6    102.4      0.1 
    16.1     45.1      1.2      4.1      0.5 
     8.8      1.8     75.6     13.9      4.6 
    17.3      1.2      0.4     25.9      5.9 
     4.5      6.8      4.6      7.4      1.9 
     2.1     10.9     15.4      9.8     35.3 
     2.1     19.3      1.1     70.3      0.9 
   102.4     18.5      1.4      3.3     16.2 
    44.1      7.4      6.5      0.6      2.1 
     3.2      1.8     47.2     10.8      0.9 
     1.6     29.6      2.2     36.8     35.7 
     5.0      9.4      0.6      4.9      6.3 
    18.1     14.1      3.6      0.3     26.7 
     9.7     51.6     69.5      9.2     36.0 
     1.0      6.0      5.8     16.5     31.4 
     0.6      0.1     11.7      2.3     19.8 
     9.0     42.3      0.5      7.9     11.3 
     1.4     31.2      7.1      4.1    101.7 
     2.3      4.5      2.5     27.5      0.6 
     1.9     16.9     22.7      4.1     11.9 
    32.2     86.1    138.9      1.1      0.5 
    20.6     60.6      1.5     27.0     11.4 
    16.5      9.0      0.9      0.2     21.8 
     6.6      0.3      0.6    109.1     17.7 
     1.1     64.7      0.8     10.8      2.3 
    35.7      6.8      0.2    100.0     10.1 
    79.0      0.5      0.7      4.7      1.5 
     4.2      2.6      2.0     50.7      4.2 
     1.0     24.1     12.5     28.2      9.7 
    15.9     22.0      1.9      0.1      1.8 
     3.6     19.4      4.9     49.8     24.0 
    80.4     29.3      1.2      6.8     12.1 
    32.5     15.4      1.2      0.4      0.8 
    15.2     29.1      3.5     61.9     41.3 
     6.8     11.7      1.6      0.1      1.4 
     9.5      4.2      4.1      3.2      3.5 
     3.7     25.9      4.5     27.3      3.6 
    96.9     27.4      2.2     18.1      3.3 
    13.4      4.4      0.3      5.4      0.8 
    25.2      5.9      0.9      0.3      1.6 
     4.5     17.2     11.1     10.8      4.2 
    87.2      0.8      7.2     64.0      9.7 
     1.9      4.1     21.7      1.0     45.8 
    47.5      2.9      0.3     15.3     57.8 
     3.4     34.7     33.4     40.8     18.6 
    30.1     10.0      1.7     46.7     21.3 
    74.9      7.7     11.1     11.1     46.8 
    40.3      2.6      5.9      0.6     59.1 
    35.9      5.4     23.9      7.1     26.4 
    57.2     11.0     72.5     10.2     10.4 
     2.2      0.7      7.3      3.5     19.3 
    17.3     19.9      6.9      3.2      4.1 
     0.9     19.4      7.7      9.5     17.3 
    11.4     15.2     37.0      0.4     61.8 
    48.4      0.7      9.5     54.1     59.4 
     4.1      7.5     12.8      2.5      5.2 
    16.9      4.6      2.2      5.4     13.6 
    63.8     11.3      0.5     14.7     57.3 
    18.1     13.4      3.8      1.2     19.6 
     1.8     33.1     49.8      5.8      1.2 
     1.0      3.0      1.4     15.8     41.1 
     6.0     22.5     38.3      2.8     75.8 
     2.3     36.7      0.7      0.5     81.7 
    14.6      9.0      0.1     18.9     19.0 
   109.9      4.5      3.1     12.8     79.0 
    28.6      0.7      2.0      1.1      2.1 
    27.6      0.9      6.0      2.5      7.0 
    18.5     66.5      0.2      3.1      5.9 
     0.2      1.6      0.3     30.0     15.8 
     0.8      0.5     82.2     12.8     16.2 
     0.7      0.8     14.1      7.6      0.1 
    11.2     15.6      0.2      0.6      5.1 
     1.5      2.4     17.5     28.4      1.5 
     9.3      1.3     10.1      9.9      0.6 
     4.6     15.0     12.4      0.2     40.0 
     0.8      1.6     13.1      1.0     60.6 
     0.6     18.5     30.5     21.4      0.5 
     0.9      0.2     30.7     27.5     29.0 
     4.0     12.1      1.5     12.1     34.3 
     7.6      4.2      3.2     70.0      0.9 
    19.0     10.4      4.4     79.5     10.0 
    46.7      3.4      1.0     12.4     40.0 
     0.5     51.6     21.3      2.0     55.7 
     5.3      4.1     53.2     40.0     42.5 
    88.0     42.0      5.6     43.4     44.5 
     9.0     18.8     81.0     42.1      6.6 
    12.6      1.3      0.3      4.6      4.1 
     8.3     47.6     13.6      1.4     73.1 
     1.5     76.8     13.2      2.9     22.8 
     2.0     11.2      4.1      4.3      0.3 
    32.9     62.1      1.3     14.9     18.1 
     0.1      3.5      3.0      6.2     45.5 
     8.6      1.2     55.9      1.9     25.1 
    51.3      2.8     60.1     18.7     29.2 
     0.4      0.3     37.6     23.6      0.7 
    15.1      3.1     34.7      6.5      0.7 
     0.6     31.1      0.8      4.5     15.0 
     6.1      3.5     26.1     60.8      7.0 
     2.8     57.6     58.0      2.3     75.9 
     1.5     31.0     47.8      6.3      6.4 
     1.2      0.3     45.1     22.4      2.7 
     6.0      1.0     15.2      1.9     56.6 
     0.4      6.2      3.7     97.4      0.9 
     6.2      3.4     35.0     14.2     21.4 
    27.8      2.7      8.3      8.3      1.2 
     1.6      1.0     14.0     33.5      2.5 
    10.0      1.2      7.4      0.8      8.8 
    48.8      7.1      3.3     75.1      0.7 
     3.5      2.5     32.8      7.2      7.9 
    16.0      1.6      4.4     17.5      5.4 
    20.8     16.4     65.6      2.9      0.8 
     3.4      1.6      9.9      9.7      2.8 
    70.6      2.7      1.2     12.3    101.3 
     1.0      0.6      0.4      4.9      4.8 
    29.7     11.9      5.5      1.3     28.2 
     1.1     49.0     10.0      4.2      0.9 
    13.3     10.5     22.6      0.2      5.2 
    45.2      0.5     41.5      0.1     34.0 
    13.3     22.2      0.9      0.7      2.5 
     3.4      0.7      5.8      1.6     82.0 
