
 Ratio of chain completed per utilization 
     cn1      cn2      cn3      cn4      cn5 
     3.1    203.3    105.4    523.9     35.8 
     6.1    206.1    522.6     15.9     34.4 
     1.8    201.8    222.5   1059.8    546.8 
    17.3     67.3    221.1     40.3     52.1 
     0.1   1036.7   1058.7    559.9     86.3 
    27.6    569.8    117.2    597.3    190.5 
     2.5    102.6    505.5     30.0   1109.5 
    10.9    521.8   1064.6    548.9     66.4 
     2.3     22.3    544.1     16.1    577.1 
    76.3    576.8    292.6    625.8    125.5 
     5.0     60.3    160.3    275.2    634.7 
     7.4    511.2     25.6    126.8    536.2 
     0.8    101.2     88.9     93.7    146.6 
    22.9    123.0     97.0   1160.5    313.7 
     5.5     10.5    109.4   1054.9   1160.0 
     1.5   1017.7    529.1     53.5    105.0 
     0.7     20.7   1058.3    530.4   1192.3 
     0.3     20.8    523.1    212.3    111.3 
    18.3     68.4    222.1     77.1     51.6 
     1.9    503.8     20.0    111.9     74.2 
    41.4     61.6   1117.0   1137.3    166.7 
     7.2    521.6     35.3   1113.3    133.1 
     0.2      5.3    507.4     38.7    583.4 
    23.2    123.2     30.2   1088.7   1118.8 
     8.9    208.9    116.5    536.1    131.7 
    54.3    254.6    118.9    271.8     86.7 
     5.8    505.8     30.0     61.3    536.6 
    41.0    241.0    551.1     78.9   1153.8 
     5.7    221.2    224.9     65.2     20.8 
     0.5    102.1     35.7     25.4     25.7 
    16.7     26.7    535.1     46.5   1081.2 
    78.4    128.4    132.3    630.9    322.5 
    69.5    269.8   1202.8   1379.0    300.7 
    16.8     21.8     68.7    140.5    108.3 
    13.2     33.2   1046.5     67.0    571.1 
     2.8      8.1    211.1     42.7    551.8 
    14.2     64.2    534.2   1112.3    140.2 
    14.3     19.3     25.9    230.3    123.3 
    71.8    281.1   1090.5    144.5    295.6 
     2.4    105.0   1091.1    596.9   1250.7 
     2.8   1030.9   1038.4    635.4   1167.4 
    13.1    213.3     41.3     44.8   1116.8 
     1.3     23.4    536.7    548.3     28.5 
     0.3    507.7    514.6   1069.3     42.7 
    23.7    523.7    231.9    134.0     35.8 
     4.4    510.4   1077.3    310.7    120.2 
     1.7    508.6    215.4    533.7   1110.6 
     1.0    504.1     23.4    554.6   1229.0 
    21.4     71.4    230.1     68.2     73.2 
    17.1     67.1     27.1     47.0    131.3 
     0.1    505.6   1068.8     64.3    571.1 
    24.0    224.0    225.7    534.3     36.0 
    13.6    213.6    530.7   1078.9   1170.5 
     3.0   1035.0    585.0    114.5    309.5 
    79.2    129.3   1093.3    121.8    113.5 
    10.4     20.6     16.5    222.4    555.6 
     2.4    526.5    221.8     36.0   1109.7 
     1.4    510.2    126.3   1101.4   1130.3 
     0.7    202.6    550.1   1130.8   1142.7 
     3.5    107.0     57.8    223.8   1140.8 
    61.8    111.8    565.0     80.3     87.4 
    31.9    531.9   1170.8    118.5    639.7 
     5.0    105.1   1069.4    137.7   1137.9 
    11.3    111.5   1086.6    300.6    105.8 
     5.0     55.0     25.9   1070.9    178.8 
    36.1    136.5     89.1     96.6     70.7 
    22.1     72.2   1084.2     60.6    150.4 
   123.7    623.8    139.3    236.3    161.1 
     0.5    204.9     25.0    540.4   1090.8 
     2.1      4.2    557.5    242.9     78.5 
     8.7    212.4    520.5    524.3   1070.4 
     1.6     21.6    106.5     13.6    117.5 
     2.1    506.3     44.9   1118.1    102.0 
     0.2     50.7     13.7     33.4     65.9 
     2.6    507.8     29.6    214.0    156.5 
    22.6   1030.4    166.2   1072.4    614.5 
    26.3     31.3    588.6     57.6    625.0 
     4.3     41.3     46.3    550.0    290.6 
     0.7    208.2    555.1     52.2   1180.0 
    13.0    539.1    565.4    128.3   1134.7 
     2.6   1028.4     31.5     36.8     41.7 
     1.7    203.4    138.8    249.9     53.5 
    14.3   1028.6     39.0   1040.7    547.0 
    14.3   1018.7    135.8    254.7     65.1 
     8.0     13.0     29.1     32.0    126.3 
    10.4     38.3   1048.4    164.2     88.5 
     0.9    100.9     58.4    225.4   1100.3 
     1.9      6.9   1056.5    233.8   1125.9 
     3.5    510.4   1046.0     50.4    255.2 
    23.0   1048.0    558.0    117.3    126.3 
     0.5     51.0     53.9    539.6    143.8 
     1.4     31.3   1057.1    608.2   1145.9 
     3.2   1035.6     57.3     70.0    230.4 
    10.0     60.2     17.8   1131.8   1182.8 
    13.5     33.5    518.8    125.4    542.9 
     3.2    209.6   1044.7    545.3   1146.1 
     0.9    101.4    211.6     55.6   1083.7 
     3.2   1007.8     61.9   1092.2    104.8 
    48.7     58.7    150.6    568.4    576.0 
    60.9     80.9    269.3     84.4    288.6 
    11.3   1011.3    599.2    302.8    634.7 
    17.6    117.6   1091.1    253.5   1131.5 
    71.8    271.9     97.7     81.0   1225.6 
     7.3    115.3     63.4     66.0    252.8 
     7.4     27.7    126.5    556.7     48.6 
    13.0    513.2    550.2    163.0   1129.0 
    41.7     91.8   1149.0     73.6    268.2 
    10.1     60.1   1086.8    105.5    157.9 
     8.5    517.1   1081.4     69.8    169.2 
     7.3     12.3     27.6   1061.4    143.4 
     2.9      7.9    533.6     64.7     74.7 
     2.9    510.2   1055.3    268.9   1102.1 
    44.9     94.9     68.4     54.2    265.1 
     0.4     20.4     16.2     58.4    559.3 
     0.4     21.3     11.1    109.5     70.6 
     4.4      9.5     15.1     56.8     30.1 
     2.3   1007.5    232.7     95.4    581.4 
     3.7    520.7   1082.3    572.0    598.8 
    41.4   1047.3   1083.7    333.1    674.1 
    11.4    234.3   1145.3   1271.4    386.8 
    30.2     80.3     81.7     36.2    140.7 
    42.2    542.4     70.2    157.0    111.0 
     5.0    110.0    221.4    231.1    603.6 
     2.4    102.4     54.6    127.0    569.0 
    47.4     97.4     70.1    259.0    596.8 
    17.7    517.7     33.6   1082.4    221.1 
     0.2    500.6    134.2    218.6    685.4 
     1.3     51.9    208.3   1026.6     71.5 
    31.9     41.9    246.5     94.1   1146.4 
    29.1   1058.2    138.0     95.7   1153.4 
     4.0    208.0    109.5    111.6    274.2 
    14.3     24.3     36.2   1109.9   1116.4 
     1.7    501.7    111.8    625.8   1266.5 
    10.1    510.1     32.2   1049.3    114.0 
     4.2    204.3    206.5     17.6    551.8 
     0.1     21.0      5.8   1084.1     23.9 
     3.0    203.0   1040.5    228.0    249.6 
     7.3    507.4     75.7    175.2    182.4 
     6.8    206.8    109.9     48.9    635.7 
     2.3    211.4     65.5    131.9    594.1 
    18.5    218.5     89.5     40.6   1165.3 
    51.0    101.0    157.9    265.4    598.0 
    15.1    515.1     57.1     90.0    149.3 
    41.0     91.0    553.0    567.7     67.6 
     4.6     19.8     39.7   1072.9    238.8 
     6.2   1013.8    120.2    130.5    556.3 
    59.3    159.5     76.6   1219.1     99.0 
     5.4    510.7    207.2     36.0    227.3 
     7.3   1007.5     44.2     55.2    247.3 
     1.8     53.6    222.6    125.0     23.0 
    11.3   1067.8    124.7    567.7   1162.7 
     5.3    105.3     26.7    120.4     40.4 
    19.0    119.0     32.1     44.4    132.5 
     7.6     25.3   1051.4    117.0    163.4 
     0.2     20.6    527.3    101.7    591.4 
     3.8    513.8    524.6    530.1     84.1 
    11.3     31.3    541.1     42.3     87.4 
     2.9     22.9    113.6   1083.4    570.4 
    10.5   1126.6     77.9   1199.0     77.9 
     2.4     22.4    540.4    242.0    569.6 
     6.4    206.4     20.3    226.5     41.9 
     1.0    208.9    589.4    130.7    598.2 
     1.5    107.6   1096.3     49.4     90.9 
    15.5     35.5    538.6     32.6     83.6 
    11.4   1136.5   1192.4    267.6    171.8 
     8.0   1048.1    128.8   1172.5    361.3 
     0.6   1030.2    214.4    127.9     80.0 
     4.5   1027.1    121.2    540.5    244.8 
    38.7    538.8    550.2     75.5    129.7 
    67.7    267.9    575.0    106.0    304.1 
     7.7    508.0    213.3     38.6     37.8 
     2.8    508.4    107.8    113.3    129.6 
    14.3   1071.3     37.2    123.0   1175.5 
    15.2    215.3    227.6     43.2    133.8 
    67.2     77.3    578.8     85.8   1179.8 
     1.2     53.6    214.6   1088.7     56.2 
    23.7     25.8    531.0    246.7    147.4 
    20.0   1020.0    267.6    276.8    136.3 
    47.0     57.1   1094.8    623.5    116.1 
     6.0     56.0    519.7    213.7     70.9 
     9.6     11.8    111.8     22.1     69.2 
     0.3    503.8     25.6    226.9    243.5 
     2.6    513.0     66.5    270.3    169.5 
     0.5    207.2     59.1    582.4     75.5 
    24.9    124.9   1083.1   1141.6    271.3 
    27.8     32.9     34.2    558.7   1168.9 
     8.6    508.6    531.5    553.1    169.3 
    51.1    151.9    560.5     80.6     66.2 
     0.7    104.4     54.4     12.1     12.9 
    26.4    226.4     48.3    251.6     69.5 
     2.2    502.2   1138.9    709.0    369.8 
     0.2    501.1    106.5    257.3   1271.3 
     1.5     51.7     50.4    244.3    258.2 
    36.7     41.7   1115.9    616.7    293.7 
     8.8    217.6     34.5   1124.5   1147.9 
    39.0     90.3    251.1    595.8     81.5 
     3.9     53.9    107.2    212.0    603.7 
     4.5    213.5     39.0     35.7    145.7 
    13.1    513.1    517.4    233.3     83.9 
    10.3     30.3    257.2    161.5     63.1 
    25.3    125.3     48.2     47.7    156.1 
     3.8     23.8    219.1   1089.3    583.6 
     3.5      8.5    210.9    228.8    573.2 
    20.9     40.9     46.1    245.7    152.2 
     3.7    218.3   1232.8    663.0     83.5 
    31.8    531.8    108.7   1271.7    144.5 
     0.3     20.5     58.6    539.7    229.1 
    82.6    182.6    103.1    186.8    169.2 
     5.1    525.6    555.3     86.8     91.7 
    15.5    115.5     26.3    118.7     59.8 
     0.2    203.1     21.7    534.5   1169.3 
     5.5    527.0    543.3    597.1   1293.9 
    18.6    518.9     41.2     34.1   1102.2 
   101.4    601.4    629.4    184.9    146.0 
    33.3    133.6    113.7    115.5     86.0 
    29.6   1059.2    143.6   1228.7    251.1 
    58.5    258.5    596.5    638.0    306.8 
    13.7     15.7     34.8     71.7     39.4 
    11.0     61.2   1074.3    552.6    172.0 
     2.6    202.6   1110.2     57.9    281.3 
    15.9   1047.7   1121.0   1228.4    162.7 
     0.2   1002.4    127.4    231.7     84.2 
     8.3      9.3    108.5     36.7    559.4 
     0.2    201.0   1041.5    261.5    277.0 
     0.8    502.5    212.2    116.0    227.2 
     3.3   1031.2    584.0    307.9   1238.5 
     2.7    210.6   1032.0   1205.8    125.8 
     0.1    100.5     21.9     22.1    534.9 
     2.6     22.7      4.9    113.5     61.6 
    18.2   1021.6    128.4    253.6    123.8 
    54.5     74.5   1177.7    187.7    290.7 
    18.5    518.5   1142.8    619.3   1222.5 
    15.6    515.6     46.2    252.0     49.8 
     1.1     21.1      6.6   1079.2    160.7 
     2.7     22.7    207.9   1048.5    123.1 
     5.4     15.4     58.0     48.4     71.0 
    33.2    533.2     54.4    141.6     92.0 
     0.7    101.5   1065.5    294.6    328.2 
    17.5    535.1     40.6    543.3   1135.6 
     0.0     50.2   1050.7     51.5    135.8 
     1.7    203.3    219.6    246.2     48.0 
    30.3   1060.5     94.1    197.7    106.7 
     0.8    200.8    240.4    101.4    170.8 
    29.7    229.7    246.7    626.0   1296.7 
    28.8     78.8     51.8     94.5   1185.1 
     2.1    502.1   1004.8     70.9    265.0 
    24.9    524.9    551.8   1091.8    263.2 
     0.4     51.6     52.8     58.0     62.0 
    46.4    546.4     53.4     51.4   1090.6 
     2.0   1035.5    212.1     63.2   1144.1 
    10.5     60.5    225.0     32.1    242.1 
    46.7    565.8    167.0    194.0    197.3 
     1.1    101.1    519.0   1084.1    556.2 
    95.1   1190.2    624.1    157.2    146.6 
     0.3      6.5    514.3   1256.6   1312.9 
   113.3    613.3    131.2    142.6   1159.3 
     6.5   1016.4     96.1    157.1    573.5 
    29.6     39.6    236.0    552.9    156.5 
    36.2     41.2    550.6    290.7    152.2 
    21.4    521.4     42.5   1063.6    166.9 
     1.1    204.4     29.6   1085.9   1133.2 
     2.3   1012.1   1042.0    105.5    607.1 
    64.1     84.1    168.5   1176.5    345.4 
     3.5     13.6   1059.7   1083.1     76.7 
     1.7     21.7    216.8    118.6   1103.4 
     2.2    104.6     39.0     88.2    608.7 
    23.1   1071.4    561.6   1165.1    638.5 
     1.6     21.6    215.9   1081.5    103.5 
    13.6   1027.1    151.7    309.2    125.2 
    13.4    213.4    535.8   1117.2    629.8 
     3.0   1030.4     46.9    148.0    113.5 
    27.8     37.8   1031.2    560.2   1240.1 
    40.8    240.8    247.3    281.8    184.8 
     7.4     57.4    110.7    549.8     49.4 
    12.8   1012.8    292.3    612.9    706.9 
    10.8     30.8     61.6   1067.3   1084.6 
     6.5   1032.6   1104.8    143.8    250.0 
     2.0      7.0   1014.8     68.1    126.0 
    48.3     49.4   1102.1     99.2    587.6 
     0.3    205.3    108.1    536.5     40.5 
     5.5   1113.8   1160.7   1208.4    295.7 
     8.0     58.1    230.2   1133.3   1177.2 
    61.3    161.3    568.1     98.3    309.7 
    23.7     73.7     29.2     28.2    234.0 
    23.9    523.9    269.5    304.5   1274.2 
     1.9      3.9    519.6     86.9    274.4 
     1.5    507.4   1058.8    565.4    252.5 
    10.8     50.1    100.1   1117.1    115.5 
     2.0    205.9    131.4   1112.4    277.7 
    31.4    535.4    161.1     75.6    175.6 
     1.2   1012.3    224.4    229.4    274.1 
     3.1     23.2   1077.5    560.7     50.5 
     4.5     14.5   1063.5    199.6   1298.7 
    37.0    137.0    546.3    587.2     91.7 
     8.6   1019.7   1070.4    178.1    185.6 
     9.1    519.5     31.6    129.1    137.7 
    55.9   1057.1    581.9   1123.1    183.4 
     1.4   1035.5   1038.8   1066.1    605.3 
    55.4    255.4    588.7    278.7    183.2 
    54.1    254.2    166.9    603.6    301.9 
     1.5     53.7   1058.8     81.0    266.2 
    17.4    117.4    246.7    620.6    161.0 
     0.6      5.7   1052.8   1199.4    188.6 
     1.4     11.4    221.2    578.1    106.0 
     3.9     13.9    110.4   1086.2   1108.0 
     2.5     52.5     24.1    209.4    531.6 
     0.1    200.1    106.0    521.2    125.1 
     1.7    105.1     66.4    608.1   1259.5 
    41.7   1083.4     99.1    280.8   1301.8 
    36.3   1083.0    280.2    167.0    216.1 
    16.3    516.3    225.9     47.8   1108.9 
     6.5   1023.4     90.8    590.7    117.4 
     2.9     13.4    121.5   1179.0    238.6 
     4.5      9.5    206.3    124.5    327.6 
    31.7    531.8    586.3    305.0    214.7 
     5.7    105.7    536.0     67.0    121.7 
    42.6    142.6    143.9   1121.1    282.2 
    46.0    146.0    559.1     71.8    121.5 
     1.4   1015.7    146.1     55.6    171.0 
    14.2    114.2     31.8     41.0     84.1 
     9.5   1102.4    155.7    191.3   1280.0 
    65.3    115.3    600.6    188.2   1265.9 
     4.2   1020.9    114.0    175.0    142.6 
     8.9    108.9    119.5    124.7     46.4 
     0.6      5.6    208.9     22.0    548.4 
     2.3    202.9    107.2     73.3    282.0 
     0.9     20.9     53.5    214.4   1127.4 
    30.1    130.6   1075.3    571.7    158.7 
     0.8    104.3    529.5    541.2   1159.6 
    27.5    227.5   1086.6    568.2    133.8 
     9.5     19.8    541.0   1096.8    156.3 
    61.7    261.7    602.9   1223.9   1391.0 
    75.2    575.3    127.9    652.5    316.4 
    47.1    547.1    249.0    572.1    266.8 
    60.5     82.0    280.0   1245.8    208.3 
    21.2     31.2     96.4   1211.9    159.7 
   107.9    113.0    130.4   1341.4   1355.3 
     6.9    106.9     57.9     31.2     22.2 
     1.0     51.4     84.2    287.0    114.3 
     0.3     10.3    513.6     89.9    278.4 
     2.0   1023.3     82.0    138.6    196.9 
     7.6    225.2    244.5     45.8    263.3 
     3.0   1009.4    552.1    157.4    148.1 
     1.6    522.6     93.1   1120.1   1158.0 
    37.5    137.5    163.8    673.2    695.0 
   157.5    357.5    708.2   1268.6   1296.9 
     2.0     22.0    522.5     55.5    226.2 
    34.5   1173.2    119.5    688.7   1441.2 
    21.3   1042.6   1054.5   1130.6    214.6 
    14.3    228.6     75.5    290.8   1229.4 
     3.7    203.7    223.8    548.6     97.8 
     9.1     14.1    111.4    229.7     17.5 
     0.3    201.0   1020.1   1063.6    299.1 
     3.1      8.1     16.8    116.8     19.1 
    14.4    514.7     73.5    140.7   1270.3 
    13.0    213.0     34.2    552.6    564.6 
     0.3    103.3     74.4     36.2   1128.1 
    15.8    515.8    118.0    274.6   1210.2 
     8.1     58.1    515.1    247.4    622.9 
     6.6   1019.7     66.5   1082.3   1151.8 
     4.7      5.8    511.1    557.3    144.1 
     6.8     17.3     40.1     42.0    144.0 
    10.8     15.8    128.2     70.8    678.1 
    12.9   1041.7   1097.0    120.6    222.3 
    14.3   1042.8    581.3    130.4   1222.1 
    11.2    211.2    558.6    586.0    598.2 
    41.7     91.7     65.6     68.2    163.2 
    30.9    130.9   1093.4    158.7     67.4 
    25.5     76.5    271.0     83.1    283.5 
    14.9     34.9    127.8     66.2   1147.3 
    23.4   1070.4   1171.8   1262.4   1376.6 
     1.9    203.9   1038.4    315.6    272.9 
    11.8     13.8    553.7     47.6   1135.5 
     8.4     28.4    556.4     85.7    598.7 
     8.2     10.3    530.6    242.1    634.7 
     6.2     16.2    521.7     65.6    263.8 
     4.7    523.4    239.0    593.6    303.9 
    11.0    111.1   1032.8    144.3   1167.1 
     5.2     10.3    515.9    156.4    277.7 
     1.0    517.7     20.2     29.6   1095.5 
     2.2   1015.6   1047.1   1186.3    628.5 
     1.3    101.5   1049.3    615.7    112.9 
    21.3    542.7   1161.2   1184.2   1304.6 
    15.3     25.4    125.6    578.8   1161.8 
     2.1   1026.9   1047.5    292.3   1264.9 
     3.0     65.5   1074.0    157.6   1196.3 
    12.8    212.8   1090.7     96.9    593.9 
     1.5    203.7     58.9   1146.4     99.6 
     7.4     44.9     64.6     70.7    103.8 
    27.3    127.3    595.1    616.2    301.0 
     7.2    207.2    208.9     31.0     29.6 
     1.8    524.6    549.8     49.6     51.6 
     0.8   1005.1     72.3     65.6   1174.5 
    29.2     39.2     50.0     41.7    580.9 
    21.5     26.5    223.6    225.4    648.9 
    21.3    221.8    136.3    635.9   1184.6 
     6.1     56.2     21.6   1125.5    235.8 
     2.2    552.6     41.9     43.8     93.3 
     1.3   1023.2    594.0    107.7    633.6 
     0.3     51.6    208.7    110.2    282.3 
     4.0    222.2    581.3    108.1    211.4 
     6.6    520.1     95.5   1192.6    299.1 
     1.1   1028.6    142.0   1094.2    113.9 
     7.7    107.7    110.6     71.1     28.7 
     0.8     21.7    213.2   1154.3     34.1 
    22.5    222.5    562.4     75.8    168.1 
    14.2   1028.3    127.0   1096.6   1261.5 
     1.0    201.0     42.4     53.9    137.0 
     0.2      5.2    211.1    334.7   1187.5 
     7.2    107.3    229.3    560.8     60.1 
    45.1     95.1   1061.0     51.1    150.6 
     0.1     20.6    214.4    126.8     30.0 
     0.2     10.4    563.2     69.4     91.4 
    16.1     26.1     26.9    120.6     41.0 
     6.4     57.0     30.3    568.6    573.3 
    38.3   1076.6    672.1    208.9    207.6 
    12.7     32.7    522.5    244.9     82.4 
     2.6     12.8     54.7    110.6     50.5 
    10.7    221.8     65.9    239.0     25.4 
     2.0    205.9   1065.2    274.6   1243.4 
    16.9     36.9     40.8     78.7     34.3 
   121.6    221.6    127.8    136.8    346.0 
    57.4     77.4    568.4   1101.9    169.7 
    47.2    547.2    153.8   1126.7    295.1 
    24.8    224.8     97.8    254.1     56.2 
     0.9     54.5     55.8    570.4    113.8 
    70.0     90.0     92.3    647.1    107.3 
     6.4   1044.5     64.0   1139.9    728.5 
     1.2   1066.7   1155.2   1217.1    651.2 
    57.8     62.8     79.2    115.1    611.6 
     0.8      3.9   1041.7    245.2    262.9 
     3.0   1003.0    112.6    149.1    153.0 
     0.5    208.1   1101.8     76.6   1139.0 
     1.8      6.8     23.0   1135.5    668.8 
    29.5     79.8     83.0    579.9    605.9 
     0.7      2.7      3.1    527.8   1106.3 
    61.8   1123.7    266.9    270.6   1280.2 
    72.5   1152.0   1203.0    250.5    238.2 
    31.2    231.2     50.2    563.6    592.4 
    24.9     44.9     53.5     55.3    246.9 
    45.2     55.2   1143.9     99.2   1246.4 
     6.5    219.5    117.4    236.2    602.3 
     2.9    102.0   1126.5    130.4    181.1 
    14.1   1042.4    141.5    150.5   1173.2 
     0.4   1055.5   1248.7    281.9    343.9 
    25.8    225.8     51.4    253.5     62.6 
     2.3     14.4     24.1     70.4    630.7 
     7.0     87.6    187.4    109.4    299.4 
     9.1    209.1     72.7    171.3    277.5 
     0.3    102.4   1067.1    638.3    244.1 
     2.2     22.2    526.1     93.6    150.4 
     3.5    108.1   1085.8   1138.5   1190.0 
    15.5    516.4     41.7     55.0     91.2 
     0.4     33.8    539.2   1108.0    709.1 
    33.1     53.1    248.0    109.0     67.3 
    17.0     37.0     43.8   1265.4    674.0 
    94.3    194.3    191.3   1279.8    681.7 
    74.2     77.3     87.3    135.9    150.8 
     6.6    106.6     23.9     28.3    566.1 
    13.8    526.6    132.3    257.7    661.6 
